18S_copies
3319,734131
4205,295898
7244,824219
5807,851563
5444,34082
5575,905273
6208,798828
4701,032227
6758,102539
6931,23877
3290,988281
4762,685059
2866,130859
2677,435059
5387,924316
3021,628662
3019,917725
2407,565674
1824,828857
1811,628174
2077,307129
5199,42334
12202,05664
6913,469727
