User;Soil_name;Longitude decimal;Latitude decimal;Biome;Land_use;Date;Name_exp;Unique_ID;Pot_ID;Sample;Chber;Algae_growth;Temp;DarkLight;TeflonGlass;Flowrate_lpm;Surface(cm2);Wetsoil(g);Height(cm);GravimetricWater(gw/g);Drysoil(g);SoilVolume(cm3);Bulk density;TP;VolumetricWater;AFP;WFPS;pH;pHin;Redox;OCS_flux;OCS_flux_sd;OCS_conc_out;OCS_conc_sd;OCS_conc_in;OCS_conc_in_sd;CO2_flux_aero;CO2_flux_aero_sd;CO2_conc_out;CO2_conc_out_sd;CO2_conc_in;CO2_conc_in_sd;OCS_source;OCS_source_sd;Vd_OCS_model;z1_OCS;CA_OCS;kh_OCS;CO2_flux_TGA;CO2_flux_TGA_sd;CO2_out_ppm;CO2_out_ppm_sd;CO2_in_ppm;CO2_in_ppm_sd;d13C_flux;d13C_flux_sd;d13C_conc_out;d13C_conc_out_sd;d13C_conc_in;d13C_conc_in_sd;d18O_flux;d18O_flux_sd;d18O_conc_out;d18O_conc_out_sd;d18O_conc_in;d18O_conc_in_sd;kiso;total_biomass;bacteria_16S;fungi_18S;algae_23S;d18O_01cm;d18O_12cm;d18O_23cm;d18O_34cm;clay_content;silt_content;sand_content;C_N_ratio;Comments
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_3_N_b;LCGE_3;LCGE;2;n;25;Dark;Glass;0,25;61,51;393;4,9;0,24;317,74;301,4;1,05;0,6;0,25;0,35;0,41;6,14;NA;280;-8,123;0,121;1915,831;1,922;2184,547;2,067;0,33;0,001;463,043;0,013;452,14;0,029;NA;NA;0,006;0,1177;0,6;0,001;0,393;0,003;448,013;0,054;435,025;0,055;-25,569;13,557;-4,343;0,207;-3,692;0,192;10,889;11,143;-13,653;0,174;-14,378;0,151;0,00259;29323,2;6850109540,22;78510892,21;288742904,93;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_5_N_b;LCGE_5;LCGE;3;n;25;Dark;Glass;0,25;61,51;393;4,9;0,25;315,1;301,4;1,05;0,61;0,26;0,35;0,43;6,16;NA;273;-0,352;0,118;1082,637;1,439;1094,275;2,457;0,46;0,001;448,418;0,011;433,199;0,02;NA;NA;0,008;0,1004;0,7;0,0013;0,418;0,003;448,993;0,062;435,151;0,05;-32,639;11,947;-4,171;0,186;-3,257;0,189;-0,609;9,698;-13,211;0,154;-13,597;0,15;0,00187;41294,3;9970559516,91;222490429,26;493676834,09;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_2_N_b;LCGE_2;LCGE;5;y;25;Dark;Glass;0,25;61,51;393;5;0,24;316,73;307,55;1,03;0,61;0,25;0,36;0,41;6,39;NA;276;-1,269;0,094;1055,32;1,596;1097,304;1,501;1,047;0,001;467,967;0,01;433,337;0,023;NA;NA;0,0275;0,0517;3;0,0055;1,091;0,004;471,08;0,063;434,985;0,059;-29,538;4,28;-5,81;0,159;-3,839;0,183;37,509;4,234;-10,365;0,162;-14,335;0,176;0,03958;79243;30376145230,01;239442864,12;6480274593,16;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_4_N_b;LCGE_4;LCGE;6;y;25;Dark;Glass;0,25;61,51;393;4,9;0,25;315,06;301,4;1,05;0,61;0,26;0,35;0,43;6,35;NA;267;-1,482;0,105;1053,522;1,747;1102,543;1,716;0,921;0,002;464,963;0,034;434,501;0,016;NA;NA;0,0314;0,0449;3,6;0,0066;0,956;0,003;466,54;0,059;434,927;0,052;-31,603;5,701;-5,552;0,218;-3,661;0,181;31,756;5,443;-10,773;0,205;-13,87;0,175;0,01986;40865,3;12621737776,37;123409701,43;3746203802,14;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_6_N_b;LCGE_6;LCGE;7;y;25;Dark;Glass;0,25;61,51;393;5,1;0,24;317,33;313,7;1,01;0,62;0,24;0,38;0,39;6,45;NA;260;-1,237;0,122;1157,042;2,307;1197,976;1,737;1,135;0,001;473,617;0,012;436,072;0,016;NA;NA;0,0209;0,0662;2,1;0,004;1,088;0,003;471,157;0,051;435,161;0,057;-33,073;4,404;-5,601;0,16;-3,329;0,192;31,513;4,203;-10,668;0,171;-14,158;0,162;0,0228;51746,8;11637632076,6;124583887,74;5801959832,37;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_1_N_c;LCGE_1;LCGE;1;n;25;Dark;Glass;0,25;61,51;393;4,9;0,25;314,59;301,4;1,04;0,61;0,26;0,35;0,43;6,14;NA;285;-0,628;0,084;1080,075;1,467;1100,856;1,31;0,394;0,003;446,725;0,089;433,684;0,015;NA;NA;0,0136;0,0748;1,3;0,0024;0,396;0,004;447,945;0,061;434,856;0,079;-23,699;12,884;-4,126;0,165;-3,531;0,219;29,47;12,86;-12,806;0,196;-14,076;0,186;0,00473;33514,3;7981613198,3;96056286,28;544566948,08;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_3_N_c;LCGE_3;LCGE;2;n;25;Dark;Glass;0,25;61,51;393;4,9;0,24;317,74;301,4;1,05;0,6;0,25;0,35;0,41;6,14;NA;280;-0,272;0,081;1096,11;1,333;1105,113;1,355;0,437;0,001;447,983;0,009;433,51;0,018;NA;NA;0,006;0,1177;0,6;0,001;0,406;0,004;448,66;0,066;435,218;0,054;-22,831;12,103;-4,156;0,176;-3,583;0,193;10,826;10,299;-13,272;0,146;-14,016;0,168;0,00259;29323,2;6850109540,22;78510892,21;288742904,93;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_5_N_c;LCGE_5;LCGE;3;n;25;Dark;Glass;0,25;61,51;393;4,9;0,25;315,1;301,4;1,05;0,61;0,26;0,35;0,43;6,16;NA;273;-0,385;0,096;1091,429;1,756;1104,166;1,419;0,41;0,002;447,271;0,045;433,697;0,03;NA;NA;0,008;0,1004;0,7;0,0013;0,421;0,004;449,271;0,081;435,353;0,049;-27,981;10,926;-4,055;0,172;-3,285;0,172;4,775;11,146;-13,179;0,192;-13,744;0,157;0,00187;41294,3;9970559516,91;222490429,26;493676834,09;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_2_N_c;LCGE_2;LCGE;5;y;25;Dark;Glass;0,25;61,51;393;5;0,24;316,73;307,55;1,03;0,61;0,25;0,36;0,41;6,39;NA;276;-1,346;0,118;1061,305;1,733;1105,822;2,171;1,013;0,001;465,842;0,009;432,341;0,019;NA;NA;0,0275;0,0517;3;0,0055;0,998;0,003;468,698;0,069;435,671;0,043;-30,775;4,82;-5,662;0,172;-3,77;0,178;49,362;4,253;-9,811;0,175;-14,278;0,134;0,03958;79243;30376145230,01;239442864,12;6480274593,16;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_4_N_c;LCGE_4;LCGE;6;y;25;Dark;Glass;0,25;61,51;393;4,9;0,25;315,06;301,4;1,05;0,61;0,26;0,35;0,43;6,35;NA;267;-1,362;0,097;1049,152;1,546;1094,195;1,662;0,951;0,001;464,273;0,012;432,807;0,023;NA;NA;0,0314;0,0449;3,6;0,0066;0,897;0,005;464,689;0,102;434,999;0,058;-32,635;4,503;-4,915;0,138;-3,024;0,159;32,089;5,524;-11,722;0,191;-14,713;0,173;0,01986;40865,3;12621737776,37;123409701,43;3746203802,14;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_6_N_c;LCGE_6;LCGE;7;y;25;Dark;Glass;0,25;61,51;393;5,1;0,24;317,33;313,7;1,01;0,62;0,24;0,38;0,39;6,45;NA;260;-0,886;0,09;1072,393;1,537;1101,703;1,451;1,121;0,001;470,649;0,011;433,563;0,026;NA;NA;0,0209;0,0662;2,1;0,004;1,057;0,003;468,999;0,049;434,04;0,045;-32,372;4,721;-4,837;0,181;-2,617;0,185;33,06;3,847;-11,176;0,122;-14,735;0,178;0,0228;51746,8;11637632076,6;124583887,74;5801959832,37;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_1_N_d;LCGE_1;LCGE;1;n;25;Dark;Glass;0,25;61,51;393;4,9;0,25;314,59;301,4;1,04;0,61;0,26;0,35;0,43;6,14;NA;285;-0,659;0,069;1069,034;1,096;1090,841;1,178;0,399;0,003;442,437;0,077;429,233;0,018;NA;NA;0,0136;0,0748;1,3;0,0024;0,398;0,003;444,889;0,058;431,723;0,058;-23,377;11,76;-39,721;0,184;-40,218;0,169;53,247;15,001;-24,872;0,227;-27,254;0,223;0,00473;33514,3;7981613198,3;96056286,28;544566948,08;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_3_N_d;LCGE_3;LCGE;2;n;25;Dark;Glass;0,25;61,51;393;4,9;0,24;317,74;301,4;1,05;0,6;0,25;0,35;0,41;6,14;NA;280;-0,4;0,081;1074,056;1,325;1087,282;1,36;0,431;0,001;442,555;0,009;428,3;0,016;NA;NA;0,006;0,1177;0,6;0,001;0,405;0,003;444,992;0,05;431,586;0,059;-16,105;11,711;-39,694;0,169;-40,423;0,189;32,386;15,815;-25,635;0,219;-27,438;0,265;0,00259;29323,2;6850109540,22;78510892,21;288742904,93;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_5_N_d;LCGE_5;LCGE;3;n;25;Dark;Glass;0,25;61,51;393;4,9;0,25;315,1;301,4;1,05;0,61;0,26;0,35;0,43;6,16;NA;273;-0,432;0,06;1073,078;1,246;1087,362;0,753;0,461;0,001;443,104;0,008;427,842;0,011;NA;NA;0,008;0,1004;0,7;0,0013;0,427;0,004;444,843;0,057;430,722;0,066;-20,599;12,338;-39,61;0,206;-40,232;0,191;31,365;13,559;-25,76;0,236;-27,625;0,2;0,00187;41294,3;9970559516,91;222490429,26;493676834,09;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_2_N_d;LCGE_2;LCGE;5;y;25;Dark;Glass;0,25;61,51;393;5;0,24;316,73;307,55;1,03;0,61;0,25;0,36;0,41;6,39;NA;276;-1,341;0,07;1056,197;1,155;1100,575;1,175;0,953;0,001;459,014;0,013;427,501;0,021;NA;NA;0,0275;0,0517;3;0,0055;0,988;0,003;461,856;0,044;429,159;0,054;-29,696;4,463;-39,091;0,168;-39,806;0,158;74,909;4,648;-20,28;0,167;-27,529;0,175;0,03958;79243;30376145230,01;239442864,12;6480274593,16;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_4_N_d;LCGE_4;LCGE;6;y;25;Dark;Glass;0,25;61,51;393;4,9;0,25;315,06;301,4;1,05;0,61;0,26;0,35;0,43;6,35;NA;267;-1,468;0,076;1046,029;1,455;1094,593;1,071;0,91;0,002;461,492;0,036;431,382;0,016;NA;NA;0,0314;0,0449;3,6;0,0066;0,841;0,004;457,107;0,07;429,283;0,049;-25,216;5,593;-39,409;0,164;-40,328;0,189;63,318;5,1;-21,89;0,146;-27,41;0,174;0,01986;40865,3;12621737776,37;123409701,43;3746203802,14;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;La Cage;NA;NA;Temperate;Cropland;25/05/2016;Algae;LCGE_6_N_d;LCGE_6;LCGE;7;y;25;Dark;Glass;0,25;61,51;393;5,1;0,24;317,33;313,7;1,01;0,62;0,24;0,38;0,39;6,45;NA;260;-0,99;0,095;1058,379;1,465;1091,135;1,675;1,077;0,001;465,468;0,012;429,845;0,014;NA;NA;0,0209;0,0662;2,1;0,004;0,998;0,003;461,929;0,05;428,923;0,052;-27,184;4,329;-38,617;0,145;-39,495;0,177;67,915;4,028;-20,654;0,14;-27,465;0,16;0,0228;51746,8;11637632076,6;124583887,74;5801959832,37;NA;NA;NA;NA;16,9;64,7;18,4;10,4;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_1_D1_a;LB_1;LB;2;n;25;Light;Glass;0,25;61,51;400;6,1;0,43;280,51;375,21;0,75;0,72;0,32;0,4;0,44;4,6;NA;327;-2,026;0,081;1045,662;1,43;1112,693;1,251;0,88;0,001;460,192;0,009;431,094;0,016;NA;NA;0,0447;0,042;15,1;0,0072;0,814;0,003;459,231;0,06;432,314;0,046;-27,808;5,624;-39,448;0,18;-40,173;0,158;7,484;5,392;-25,719;0,17;-27,786;0,155;0,00099;45901;7683290657,9;284990224,5;81737289,4;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_2_D1_a;LB_2;LB;3;n;25;Light;Glass;0,25;61,51;400;6,2;0,36;293,2;381,36;0,77;0,71;0,28;0,43;0,39;4,57;NA;329;-3,49;0,084;1000,768;1,253;1116,216;1,54;0,886;0,001;459,408;0,009;430,111;0,02;NA;NA;0,0803;0,0306;41;0,0189;0,854;0,003;460,326;0,058;432,089;0,054;-27,861;5,036;-39,476;0,157;-40,235;0,162;27,033;5,811;-24,558;0,199;-27,928;0,168;0,00629;36417,8;7006060297,2;171201403,2;78620459,4;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_3_D1_a;LB_3;LB;4;n;25;Light;Glass;0,25;61,51;400;6,2;0,33;300,99;381,36;0,79;0,7;0,26;0,44;0,37;4,56;NA;327;-1,767;0,084;1050,497;1,36;1108,968;1,424;0,791;0,001;456,748;0,009;430,594;0,017;NA;NA;0,0406;0,0546;15;0,0069;0,729;0,003;456,593;0,064;432,483;0,046;-28,904;6,18;-39,383;0,174;-39,967;0,161;17,574;7,098;-25,549;0,222;-27,952;0,162;0,00182;33493,5;4887785171,8;226352687,1;8363408;-0,12;-2,49;-3,2;-3,13;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_4_D1_a;LB_4;LB;5;y;25;Light;Glass;0,25;61,51;400;6,1;0,34;297,93;375,21;0,79;0,7;0,27;0,43;0,39;4,59;NA;327;-2,649;0,087;1015,972;1,551;1103,607;1,336;0,467;0,001;446,204;0,01;430,766;0,021;NA;NA;0,0539;0,0427;21,6;0,0102;0,447;0,003;446,704;0,043;431,924;0,059;-9,351;9,273;-39,09;0,156;-40,106;0,156;99,17;8,636;-23,475;0,126;-27,669;0,165;0,01479;28096,4;5377526959,6;194742674,8;445627715,7;4,76;2,99;2,25;1,36;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_5_D1_a;LB_5;LB;6;y;25;Light;Glass;0,25;61,51;400;6;0,32;302,99;369,06;0,82;0,69;0,26;0,43;0,38;4,5;NA;329;-1,596;0,073;1058,173;1,202;1110,976;1,215;0,455;0,001;446,777;0,01;431,731;0,013;NA;NA;0,0354;0,0575;13,9;0,0059;0,4;0,004;445,307;0,063;432,082;0,07;-5,85;13,055;-39,279;0,213;-40,303;0,18;89,191;11,664;-24,313;0,19;-27,79;0,161;0,00982;26097,6;4425911503,3;85886847,2;575912825,8;4,81;3,2;2,01;1,8;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_6_D1_a;LB_6;LB;7;y;25;Light;Glass;0,25;61,51;400;6,2;0,33;301,07;381,36;0,79;0,7;0,26;0,44;0,37;4,48;NA;327;-1,43;0,089;1064,135;1,412;1111,433;1,536;0,489;0,001;446,628;0,008;430,453;0,014;NA;NA;0,0411;0,0542;16,8;0,007;0,423;0,004;446,262;0,062;432,272;0,061;2,2;9,068;-39,032;0,138;-40,363;0,15;87,002;10,719;-24,196;0,164;-27,793;0,177;0,00874;37234,9;5404930919,5;177338105,3;268027607,7;4,75;3,53;2,62;1,88;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_1_D1_b;LB_1;LB;2;n;25;Light;Glass;0,25;61,51;400;6,1;0,43;280,51;375,21;0,75;0,72;0,32;0,4;0,44;4,6;NA;327;-2,068;0,077;1043,879;1,277;1112,287;1,28;0,924;0,001;460,474;0,01;429,899;0,027;NA;NA;0,0447;0,042;15,1;0,0072;0,879;0,003;461,677;0,053;432,614;0,058;-30,007;5,857;-5,219;0,188;-3,555;0,192;-3,045;4,898;-13,524;0,153;-14,228;0,166;0,00099;45901;7683290657,9;284990224,5;81737289,4;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_2_D1_b;LB_2;LB;3;n;25;Light;Glass;0,25;61,51;400;6,2;0,36;293,2;381,36;0,77;0,71;0,28;0,43;0,39;4,57;NA;329;-3,595;0,072;996,653;1,148;1115,599;1,239;0,903;0,001;459,128;0,012;429,248;0,02;NA;NA;0,0803;0,0306;41;0,0189;0,885;0,003;461,549;0,052;432,271;0,048;-29,11;5,166;-5,184;0,159;-3,562;0,18;1,088;5,041;-13,185;0,163;-14,155;0,166;0,00629;36417,8;7006060297,2;171201403,2;78620459,4;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_3_D1_b;LB_3;LB;4;n;25;Light;Glass;0,25;61,51;400;6,2;0,33;300,99;381,36;0,79;0,7;0,26;0,44;0,37;4,56;NA;327;-1,884;0,066;1052,85;1,038;1115,176;1,147;0,8;0,001;460,39;0,009;433,916;0,019;NA;NA;0,0406;0,0546;15;0,0069;0,755;0,004;456,7;0,065;431,728;0,061;-27,829;6,397;-4,889;0,194;-3,56;0,165;-4,062;5,697;-13,595;0,165;-14,149;0,155;0,00182;33493,5;4887785171,8;226352687,1;8363408;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_4_D1_b;LB_4;LB;5;y;25;Light;Glass;0,25;61,51;400;6,1;0,34;297,93;375,21;0,79;0,7;0,27;0,43;0,39;4,59;NA;327;-2,781;0,058;1016,682;0,972;1108,68;0,949;0,389;0,001;449;0,008;436,145;0,029;NA;NA;0,0539;0,0427;21,6;0,0102;0,375;0,003;443,713;0,057;431,323;0,048;-31,381;12,528;-4,352;0,169;-3,574;0,186;62,177;12,36;-12;0,184;-14,131;0,165;0,01479;28096,4;5377526959,6;194742674,8;445627715,7;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_5_D1_b;LB_5;LB;6;y;25;Light;Glass;0,25;61,51;400;6;0,32;302,99;369,06;0,82;0,69;0,26;0,43;0,38;4,5;NA;329;-1,713;0,094;1056,246;1,666;1112,918;1,43;0,392;0,001;445,335;0,01;432,358;0,026;NA;NA;0,0354;0,0575;13,9;0,0059;0,332;0,004;446,624;0,053;435,655;0,064;-22,489;15,52;-4,054;0,186;-3,59;0,199;55,546;11,285;-11,9;0,14;-13,591;0,14;0,00982;26097,6;4425911503,3;85886847,2;575912825,8;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_6_D1_b;LB_6;LB;7;y;25;Light;Glass;0,25;61,51;400;6,2;0,33;301,07;381,36;0,79;0,7;0,26;0,44;0,37;4,48;NA;327;-1,614;0,078;1058,507;1,301;1111,894;1,268;0,424;0,001;444,706;0,009;430,668;0,025;NA;NA;0,0411;0,0542;16,8;0,007;0,37;0,004;449,992;0,059;437,741;0,063;-25,897;12,418;-4,215;0,16;-3,607;0,183;44,268;13,631;-12,369;0,194;-13,951;0,183;0,00874;37234,9;5404930919,5;177338105,3;268027607,7;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_1_D1_c;LB_1;LB;2;n;25;Light;Glass;0,25;61,51;400;6,1;0,43;280,51;375,21;0,75;0,72;0,32;0,4;0,44;4,6;NA;327;-2,086;0,079;1041,851;1,365;1110,864;1,262;0,921;0,001;468,438;0,008;437,952;0,019;NA;NA;0,0447;0,042;15,1;0,0072;0,883;0,003;468,811;0,064;439,602;0,042;-30,09;5,823;-4,927;0,195;-3,254;0,179;-4,084;4,849;-13,39;0,15;-14,008;0,162;0,00099;45901;7683290657,9;284990224,5;81737289,4;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_2_D1_c;LB_2;LB;3;n;25;Light;Glass;0,25;61,51;400;6,2;0,36;293,2;381,36;0,77;0,71;0,28;0,43;0,39;4,57;NA;329;-3,632;0,074;994,521;1,196;1114,682;1,244;0,886;0,001;467,117;0,011;437,801;0,025;NA;NA;0,0803;0,0306;41;0,0189;0,879;0,003;468,284;0,052;439,192;0,045;-28,018;5,059;-5,131;0,171;-3,616;0,153;2,472;4,477;-13,056;0,138;-14,085;0,149;0,00629;36417,8;7006060297,2;171201403,2;78620459,4;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_3_D1_c;LB_3;LB;4;n;25;Light;Glass;0,25;61,51;400;6,2;0,33;300,99;381,36;0,79;0,7;0,26;0,44;0,37;4,56;NA;327;-1,915;0,073;1049,12;1,196;1112,469;1,221;0,794;0,001;464,368;0,013;438,093;0,016;NA;NA;0,0406;0,0546;15;0,0069;0,743;0,004;464,194;0,069;439,598;0,06;-29,289;6,628;-4,623;0,15;-3,243;0,213;1,46;6,107;-13,235;0,193;-14,058;0,139;0,00182;33493,5;4887785171,8;226352687,1;8363408;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_4_D1_c;LB_4;LB;5;y;25;Light;Glass;0,25;61,51;400;6,1;0,34;297,93;375,21;0,79;0,7;0,27;0,43;0,39;4,59;NA;327;-2,71;0,067;1021,648;1,303;1111,317;0,914;0,378;0,001;450,106;0,011;437,594;0,019;NA;NA;0,0539;0,0427;21,6;0,0102;0,333;0,003;450,766;0,056;439,739;0,047;-26,383;13,731;-4,048;0,181;-3,483;0,158;73,178;14,022;-11,96;0,167;-14,088;0,18;0,01479;28096,4;5377526959,6;194742674,8;445627715,7;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_5_D1_c;LB_5;LB;6;y;25;Light;Glass;0,25;61,51;400;6;0,32;302,99;369,06;0,82;0,69;0,26;0,43;0,38;4,5;NA;329;-1,731;0,076;1051,663;1,287;1108,927;1,222;0,359;0,001;449,507;0,012;437,634;0,021;NA;NA;0,0354;0,0575;13,9;0,0059;0,31;0,003;450,208;0,053;439,941;0,041;-10,725;14,789;-4,335;0,171;-4,188;0,169;72,756;13,351;-12,944;0,168;-14,944;0,139;0,00982;26097,6;4425911503,3;85886847,2;575912825,8;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_6_D1_c;LB_6;LB;7;y;25;Light;Glass;0,25;61,51;400;6,2;0,33;301,07;381,36;0,79;0,7;0,26;0,44;0,37;4,48;NA;327;-1,718;0,074;1055,199;1,323;1112,048;1,137;0,382;0,001;450,777;0,009;438,148;0,02;NA;NA;0,0411;0,0542;16,8;0,007;0,359;0,003;451,089;0,051;439,199;0,056;-34,69;13,282;-4,217;0,155;-3,396;0,2;43,378;11,25;-12,723;0,118;-14,24;0,183;0,00874;37234,9;5404930919,5;177338105,3;268027607,7;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_1_D1_d;LB_1;LB;2;n;25;Light;Glass;0,25;61,51;400;6,1;0,43;280,51;375,21;0,75;0,72;0,32;0,4;0,44;4,6;NA;327;-2,131;0,074;1035,685;1,19;1106,174;1,257;0,937;0,001;464,87;0,011;433,881;0,018;NA;NA;0,0447;0,042;15,1;0,0072;0,9;0,004;465,853;0,07;436,077;0,063;-25,947;5,355;-39,03;0,174;-39,923;0,179;5,492;5,377;-24,734;0,176;-26,797;0,18;0,00099;45901;7683290657,9;284990224,5;81737289,4;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_2_D1_d;LB_2;LB;3;n;25;Light;Glass;0,25;61,51;400;6,2;0,36;293,2;381,36;0,77;0,71;0,28;0,43;0,39;4,57;NA;329;-3,544;0,07;990,169;0,987;1107,429;1,329;0,894;0,001;464,01;0,01;434,423;0,014;NA;NA;0,0803;0,0306;41;0,0189;0,875;0,003;465,251;0,064;436,294;0,051;-24,007;5,091;-39,646;0,157;-40,682;0,171;28,236;5,134;-25,258;0,146;-28,807;0,185;0,00629;36417,8;7006060297,2;171201403,2;78620459,4;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_3_D1_d;LB_3;LB;4;n;25;Light;Glass;0,25;61,51;400;6,2;0,33;300,99;381,36;0,79;0,7;0,26;0,44;0,37;4,56;NA;327;-2,044;0,069;1045,894;1,108;1113,52;1,181;0,822;0,001;461,392;0,01;434,195;0,029;NA;NA;0,0406;0,0546;15;0,0069;0,758;0,003;460,48;0,061;435,404;0,05;-30,045;5,705;-39,555;0,149;-40,101;0,172;6,493;6,125;-25,477;0,157;-27,316;0,187;0,00182;33493,5;4887785171,8;226352687,1;8363408;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_4_D1_d;LB_4;LB;5;y;25;Light;Glass;0,25;61,51;400;6,1;0,34;297,93;375,21;0,79;0,7;0,27;0,43;0,39;4,59;NA;327;-2,818;0,086;1020,491;1,69;1113,705;1,166;0,395;0,001;447,261;0,011;434,186;0,024;NA;NA;0,0539;0,0427;21,6;0,0102;0,353;0,003;447,779;0,042;436,116;0,049;3,626;13,453;-38,962;0,165;-40,101;0,19;122,783;12,072;-23,232;0,159;-27,125;0,159;0,01479;28096,4;5377526959,6;194742674,8;445627715,7;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
