User;Soil_name;Longitude decimal;Latitude decimal;Biome;Land_use;Date;Name_exp;Unique_ID;Pot_ID;Sample;Chber;Algae_growth;Temp;DarkLight;TeflonGlass;Flowrate_lpm;Surface(cm2);Wetsoil(g);Height(cm);GravimetricWater(gw/g);Drysoil(g);SoilVolume(cm3);Bulk density;TP;VolumetricWater;AFP;WFPS;pH;pHin;Redox;OCS_flux;OCS_flux_sd;OCS_conc_out;OCS_conc_sd;OCS_conc_in;OCS_conc_in_sd;CO2_flux_aero;CO2_flux_aero_sd;CO2_conc_out;CO2_conc_out_sd;CO2_conc_in;CO2_conc_in_sd;OCS_source;OCS_source_sd;Vd_OCS_model;z1_OCS;CA_OCS;kh_OCS;CO2_flux_TGA;CO2_flux_TGA_sd;CO2_out_ppm;CO2_out_ppm_sd;CO2_in_ppm;CO2_in_ppm_sd;d13C_flux;d13C_flux_sd;d13C_conc_out;d13C_conc_out_sd;d13C_conc_in;d13C_conc_in_sd;d18O_flux;d18O_flux_sd;d18O_conc_out;d18O_conc_out_sd;d18O_conc_in;d18O_conc_in_sd;kiso;total_biomass;bacteria_16S;fungi_18S;algae_23S;d18O_01cm;d18O_12cm;d18O_23cm;d18O_34cm;clay_content;silt_content;sand_content;C_N_ratio;Comments
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_5_D1_d;LB_5;LB;6;y;25;Light;Glass;0,25;61,51;400;6;0,32;302,99;369,06;0,82;0,69;0,26;0,43;0,38;4,5;NA;329;-1,727;0,07;1054,047;1,491;1111,167;0,829;0,345;0,001;447,073;0,01;435,666;0,016;NA;NA;0,0354;0,0575;13,9;0,0059;0,344;0,003;447,065;0,047;435,688;0,052;0,334;12,154;-39,425;0,166;-40,465;0,147;87,932;13,273;-24,833;0,165;-27,777;0,176;0,00982;26097,6;4425911503,3;85886847,2;575912825,8;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_6_D1_d;LB_6;LB;7;y;25;Light;Glass;0,25;61,51;400;6,2;0,33;301,07;381,36;0,79;0,7;0,26;0,44;0,37;4,48;NA;327;-1,751;0,076;1053,211;1,017;1111,143;1,502;0,403;0,001;447,631;0,01;434,288;0,021;NA;NA;0,0411;0,0542;16,8;0,007;0,385;0,003;448,484;0,061;435,755;0,051;3,351;13,581;-39,232;0,2;-40,47;0,189;103,123;13,006;-24,217;0,201;-27,93;0,171;0,00874;37234,9;5404930919,5;177338105,3;268027607,7;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_1_N_a;LB_1;LB;2;n;25;Dark;Glass;0,25;61,51;400;6,1;0,43;280,51;375,21;0,75;0,72;0,32;0,4;0,44;4,6;NA;327;-2,652;0,079;1028,78;1,334;1116,506;1,28;0,865;0,001;462,775;0,008;434,152;0,018;NA;NA;0,0608;0,0328;24,7;0,0118;0,842;0,003;456,921;0,058;429,049;0,053;-26,656;5,921;-39,061;0,159;-39,866;0,215;9,462;6,165;-26,008;0,169;-28,31;0,22;0,00237;45901;7683290657,9;284990224,5;81737289,4;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_2_N_a;LB_2;LB;3;n;25;Dark;Glass;0,25;61,51;400;6,2;0,36;293,2;381,36;0,77;0,71;0,28;0,43;0,39;4,57;NA;329;-4,243;0,069;973,004;1,357;1113,366;0,927;0,794;0,001;460,058;0,012;433,802;0,016;NA;NA;0,1039;0,0242;65,6;0,0302;0,761;0,003;454,074;0,058;428,884;0,056;-27,208;7,077;-39,519;0,2;-40,242;0,204;28,766;7,092;-23,73;0,187;-26,81;0,218;0,00898;36417,8;7006060297,2;171201403,2;78620459,4;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_3_N_a;LB_3;LB;4;n;25;Dark;Glass;0,25;61,51;400;6,2;0,33;300,99;381,36;0,79;0,7;0,26;0,44;0,37;4,56;NA;327;-2,481;0,081;1028,573;1,466;1110,658;1,203;0,713;0,001;457,367;0,01;433,765;0,02;NA;NA;0,0592;0,0416;25,9;0,0118;0,652;0,003;450,288;0,056;428,703;0,057;-22,564;7,572;-39,228;0,205;-40,063;0,166;25,037;6,57;-25,297;0,165;-27,832;0,157;0,00292;33493,5;4887785171,8;226352687,1;8363408;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_4_N_a;LB_4;LB;5;y;25;Dark;Glass;0,25;61,51;400;6,1;0,34;297,93;375,21;0,79;0,7;0,27;0,43;0,39;4,59;NA;327;-3,008;0,093;1013,15;1,482;1112,649;1,59;0,97;0,001;466,073;0,01;433,994;0,025;NA;NA;0,0708;0,0344;33,3;0,0157;0,914;0,003;458,576;0,062;428,324;0,053;-23,137;4,246;-39,375;0,151;-40,52;0,138;35,642;4,958;-23,675;0,169;-27,863;0,169;0,00955;28096,4;5377526959,6;194742674,8;445627715,7;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_5_N_a;LB_5;LB;6;y;25;Dark;Glass;0,25;61,51;400;6;0,32;302,99;369,06;0,82;0,69;0,26;0,43;0,38;4,5;NA;329;-1,931;0,096;1050,963;1,484;1114,842;1,703;0,948;0,001;466,97;0,014;435,601;0,014;NA;NA;0,0451;0,0489;19,3;0,0082;0,871;0,003;456,495;0,053;427,672;0,054;-27,911;5,227;-39,084;0,179;-39,833;0,161;24,989;5,48;-24,8;0,157;-28,155;0,202;0,00441;26097,6;4425911503,3;85886847,2;575912825,8;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_6_N_a;LB_6;LB;7;y;25;Dark;Glass;0,25;61,51;400;6,2;0,33;301,07;381,36;0,79;0,7;0,26;0,44;0,37;4,48;NA;327;-1,983;0,088;1050,347;1,558;1115,947;1,346;1;0,001;466,757;0,01;433,688;0,023;NA;NA;0,0446;0,0513;18,8;0,0078;0,896;0,003;457,36;0,051;427,713;0,052;-30,45;4,372;-39,539;0,135;-40,169;0,159;27,647;5,418;-24,13;0,183;-27,717;0,179;0,00574;37234,9;5404930919,5;177338105,3;268027607,7;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_1_N_b;LB_1;LB;2;n;25;Dark;Glass;0,25;61,51;400;6,1;0,43;280,51;375,21;0,75;0,72;0,32;0,4;0,44;4,6;NA;327;-28,182;0,862;-572,049;14,176;360,298;14,353;-0,526;0,046;271,531;0,043;288,92;1,49;NA;NA;0,0608;0,0328;24,7;0,0118;0,811;0,003;457,635;0,056;430,806;0,052;-30,449;5,964;-5,123;0,19;-3,545;0,17;1,168;6,153;-13,187;0,191;-14,081;0,18;0,00237;45901;7683290657,9;284990224,5;81737289,4;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_2_N_b;LB_2;LB;3;n;25;Dark;Glass;0,25;61,51;400;6,2;0,36;293,2;381,36;0,77;0,71;0,28;0,43;0,39;4,57;NA;329;-1,975;0,09;1034,337;1,699;1099,662;1,275;0,885;0,001;472,146;0,01;442,88;0,019;NA;NA;0,1039;0,0242;65,6;0,0302;0,758;0,003;455,586;0,044;430,499;0,058;-28,042;6,636;-4,875;0,188;-3,523;0,187;9,273;5,947;-12,77;0,172;-14,053;0,164;0,00898;36417,8;7006060297,2;171201403,2;78620459,4;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_3_N_b;LB_3;LB;4;n;25;Dark;Glass;0,25;61,51;400;6,2;0,33;300,99;381,36;0,79;0,7;0,26;0,44;0,37;4,56;NA;327;0,096;0,083;1297,524;1,441;1294,344;1,295;0,608;0,001;392,715;0,01;372,616;0,018;NA;NA;0,0592;0,0416;25,9;0,0118;0,647;0,003;455,124;0,056;433,712;0,055;-28,416;6,42;-4,751;0,154;-3,584;0,156;-0,041;7,064;-13,606;0,149;-14,276;0,193;0,00292;33493,5;4887785171,8;226352687,1;8363408;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_4_N_b;LB_4;LB;5;y;25;Dark;Glass;0,25;61,51;400;6,1;0,34;297,93;375,21;0,79;0,7;0,27;0,43;0,39;4,59;NA;327;-2,764;0,08;1010,224;1,295;1101,674;1,368;0,865;0,001;455,922;0,012;427,299;0,016;NA;NA;0,0708;0,0344;33,3;0,0157;0,89;0,004;465,849;0,063;436,398;0,06;-29,996;5,099;-5,153;0,161;-3,477;0,173;21,931;6,799;-11,837;0,252;-14,116;0,19;0,00955;28096,4;5377526959,6;194742674,8;445627715,7;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_5_N_b;LB_5;LB;6;y;25;Dark;Glass;0,25;61,51;400;6;0,32;302,99;369,06;0,82;0,69;0,26;0,43;0,38;4,5;NA;329;-4,379;0,064;951,955;1,11;1096,821;1;0,777;0,001;452,314;0,01;426,599;0,015;NA;NA;0,0451;0,0489;19,3;0,0082;0,843;0,004;465,543;0,065;437,668;0,056;-31,258;5,477;-5,236;0,17;-3,58;0,169;14,443;6,433;-12,719;0,179;-14,45;0,22;0,00441;26097,6;4425911503,3;85886847,2;575912825,8;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Le Bray;44,7167;0,7658;Temperate;Evergreen Forest;12/05/2016;Algae;LB_6_N_b;LB_6;LB;7;y;25;Dark;Glass;0,25;61,51;400;6,2;0,33;301,07;381,36;0,79;0,7;0,26;0,44;0,37;4,48;NA;327;-2,597;0,086;1011,456;1,448;1097,378;1,398;0,714;0,001;449,994;0,013;426,388;0,026;NA;NA;0,0446;0,0513;18,8;0,0078;0,887;0,004;467,482;0,048;438,139;0,071;-22,919;5,748;-4,971;0,179;-3,769;0,194;17,381;5,957;-12,024;0,172;-13,991;0,216;0,00574;37234,9;5404930919,5;177338105,3;268027607,7;NA;NA;NA;NA;2,7;2,6;94,7;26;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_1_D1_a;TL2_1;TL2;2;n;25;Light;Glass;0,25;61,51;400;5,1;0,32;303,39;313,7;0,97;0,64;0,31;0,33;0,48;8,09;NA;161;-3,17;0,082;997,867;1,251;1102,755;1,474;0,939;0,001;457,313;0,01;426,254;0,02;NA;NA;0,0088;0,0871;0,6;0,0012;0,834;0,004;468,64;0,063;441,039;0,064;-6,184;7,106;-38,033;0,225;-40,023;0,206;10,447;9,712;-24,713;0,25;-26,908;0,34;0,02826;28368,4;5226814696,3;51767527,03;32180485,99;-1,34;-4,09;-5,13;-5,41;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_6_D1_a;TL2_6;TL2;3;y;25;Light;Glass;0,25;61,51;400;5,2;0,3;308,27;319,85;0,96;0,64;0,29;0,35;0,45;7,97;NA;143;-2,085;0,083;1042,137;1,28;1111,127;1,469;0,937;0,001;459,763;0,014;428,772;0,022;NA;NA;0,076;0,0218;11,5;0,0238;-1,219;0,003;400,801;0,041;441,126;0,052;-77,087;3,487;-36,186;0,173;-39,927;0,162;-97,361;6,357;-20,278;0,283;-27,326;0,325;0,59309;52858,7;9439234238,7;365437059,84;5204844755,83;1,95;-1,22;-0,68;-1,57;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_2_D1_a;TL2_2;TL2;4;n;25;Light;Glass;0,25;61,51;400;5;0,31;304,36;307,55;0,99;0,63;0,31;0,32;0,5;8,09;NA;172;-2,064;0,086;1044,458;1,543;1112,731;1,315;0,982;0,001;459,692;0,012;427,203;0,022;NA;NA;0,0109;0,074;0,7;0,0016;0,854;0,004;469,674;0,061;441,428;0,055;-4,544;5,188;-37,83;0,162;-39,952;0,161;17,694;9,077;-24,599;0,288;-27,298;0,274;0,03913;55340,4;10441130700,7;100256306;87638974,09;-2,49;-4,98;-6,14;-5,63;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_5_D1_a;TL2_5;TL2;5;y;25;Light;Glass;0,25;61,51;400;5,5;0,3;308,75;338,31;0,91;0,66;0,27;0,39;0,41;8,01;NA;151;-2,732;0,081;1013,138;1,331;1103,533;1,358;0,844;0,001;459,962;0,013;432,053;0,024;NA;NA;0,0844;0,0248;12,1;0,0251;-1,228;0,003;400,497;0,057;441,121;0,052;-74,295;3,952;-36,789;0,213;-40,243;0,171;-98,773;7,047;-20,686;0,344;-27,876;0,336;0,32539;31510;11446546571,2;384486852,84;6903451139,52;2,89;-0,17;-0,59;-0,76;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_3_D1_a;TL2_3;TL2;6;n;25;Light;Glass;0,25;61,51;400;5,4;0,31;306,37;332,15;0,92;0,65;0,28;0,37;0,43;8,21;NA;153;-4,473;0,082;957,383;1,407;1105,366;1,32;0,765;0,001;459,953;0,008;434,636;0,027;NA;NA;0,0173;0,0709;1,2;0,0026;1,005;0,004;474,543;0,07;441,291;0,051;-9,69;5,091;-37,972;0,18;-40,095;0,189;17,982;7,578;-24,143;0,308;-27,31;0,24;0,01603;23133,8;3797747192,1;48055951,86;43520049,25;-1,4;-3,73;-4,52;-5;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_4_D1_a;TL2_4;TL2;7;y;25;Light;Glass;0,25;61,51;400;5,4;0,28;311,89;332,15;0,94;0,65;0,27;0,38;0,41;8,23;NA;151;-2,769;0,088;1021,328;1,329;1112,94;1,574;0,696;0,001;459,149;0,009;436,114;0,015;NA;NA;0,0869;0,023;13,2;0,0277;-1,15;0,003;403,164;0,042;441,225;0,058;-77,723;4,427;-36,452;0,193;-40,012;0,206;-107,083;7,225;-20,102;0,339;-27,606;0,314;0,65486;40888,4;11014321702,2;212595879,47;5447091254,22;2,02;0,32;-0,97;-1,37;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_1_D1_b;TL2_1;TL2;2;n;25;Light;Glass;0,25;61,51;400;5,1;0,32;303,39;313,7;0,97;0,64;0,31;0,33;0,48;8,09;NA;161;-3,156;0,087;1003,749;1,362;1108,162;1,508;0,929;0,001;467,223;0,009;436,477;0,035;NA;NA;0,0088;0,0871;0,6;0,0012;0,826;0,003;466,585;0,054;439,274;0,057;-45,773;6,065;-5,714;0,189;-3,222;0,176;6,186;7,854;-13,027;0,238;-14,225;0,234;0,02826;28368,4;5226814696,3;51767527,03;32180485,99;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_6_D1_b;TL2_6;TL2;3;y;25;Light;Glass;0,25;61,51;400;5,2;0,3;308,27;319,85;0,96;0,64;0,29;0,35;0,45;7,97;NA;143;-2,086;0,085;1031,971;1,321;1100,97;1,492;0,906;0,001;460,466;0,015;430,488;0,017;NA;NA;0,076;0,0218;11,5;0,0238;-1,029;0,004;404,969;0,048;439,027;0,07;-0,233;4,53;-3,371;0,167;-3,126;0,197;-64,205;6,167;-9,466;0,244;-13,713;0,252;0,59309;52858,7;9439234238,7;365437059,84;5204844755,83;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_2_D1_b;TL2_2;TL2;4;n;25;Light;Glass;0,25;61,51;400;5;0,31;304,36;307,55;0,99;0,63;0,31;0,32;0,5;8,09;NA;172;-2,058;0,077;1030,977;1,418;1099,062;1,133;0,948;0,001;460,179;0,012;428,811;0,023;NA;NA;0,0109;0,074;0,7;0,0016;0,885;0,003;468,547;0,065;439,281;0,049;-44,753;6,351;-6,04;0,195;-3,465;0,215;-0,841;7,755;-13,523;0,266;-14,368;0,234;0,03913;55340,4;10441130700,7;100256306;87638974,09;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_5_D1_b;TL2_5;TL2;5;y;25;Light;Glass;0,25;61,51;400;5,5;0,3;308,75;338,31;0,91;0,66;0,27;0,39;0,41;8,01;NA;151;-3,445;0,083;923,732;1,116;1037,694;1,616;-0,96;0,001;405,408;0,011;437,179;0,011;NA;NA;0,0844;0,0248;12,1;0,0251;-1,046;0,004;404,979;0,057;439,587;0,066;-2,249;4,994;-3,708;0,171;-3,595;0,236;-51,198;5,317;-11,024;0,219;-14,183;0,217;0,32539;31510;11446546571,2;384486852,84;6903451139,52;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_3_D1_b;TL2_3;TL2;6;n;25;Light;Glass;0,25;61,51;400;5,4;0,31;306,37;332,15;0,92;0,65;0,28;0,37;0,43;8,21;NA;153;-0,846;0,069;1010,633;1,245;1038,617;1,03;1,034;0,001;471,888;0,008;437,697;0,023;NA;NA;0,0173;0,0709;1,2;0,0026;0,997;0,004;472,353;0,078;439,373;0,059;-39,034;4,83;-6,028;0,177;-3,554;0,172;5,012;5,547;-12,857;0,197;-14,194;0,203;0,01603;23133,8;3797747192,1;48055951,86;43520049,25;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_4_D1_b;TL2_4;TL2;7;y;25;Light;Glass;0,25;61,51;400;5,4;0,28;311,89;332,15;0,94;0,65;0,27;0,38;0,41;8,23;NA;151;-3,494;0,072;921,935;1,315;1037,538;1,066;-1,046;0,001;402,012;0,011;436,619;0,011;NA;NA;0,0869;0,023;13,2;0,0277;-1,006;0,003;406,331;0,059;439,616;0,048;-3,85;5,238;-3,36;0,244;-3,396;0,172;-65,694;5,507;-10,899;0,233;-15,048;0,201;0,65486;40888,4;11014321702,2;212595879,47;5447091254,22;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_1_D1_c;TL2_1;TL2;2;n;25;Light;Glass;0,25;61,51;400;5,1;0,32;303,39;313,7;0,97;0,64;0,31;0,33;0,48;8,09;NA;161;-0,322;0,069;1029,038;1,178;1039,706;1,106;0,876;0,001;465,828;0,011;436,834;0,01;NA;NA;0,0088;0,0871;0,6;0,0012;0,838;0,003;466,953;0,058;439,242;0,057;-39,03;6,637;-5,378;0,178;-3,246;0,229;6,537;6,064;-12,779;0,185;-13,978;0,186;0,02826;28368,4;5226814696,3;51767527,03;32180485,99;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_6_D1_c;TL2_6;TL2;3;y;25;Light;Glass;0,25;61,51;400;5,2;0,3;308,27;319,85;0,96;0,64;0,29;0,35;0,45;7,97;NA;143;-3,077;0,072;933,732;1,294;1035,519;1,089;-0,819;0,001;408,983;0,011;436,077;0,011;NA;NA;0,076;0,0218;11,5;0,0238;-0,885;0,003;409,728;0,051;439,012;0,048;-4,858;5,934;-3,185;0,209;-3,295;0,2;-72,681;5,371;-10,132;0,201;-14,305;0,171;0,59309;52858,7;9439234238,7;365437059,84;5204844755,83;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_2_D1_c;TL2_2;TL2;4;n;25;Light;Glass;0,25;61,51;400;5;0,31;304,36;307,55;0,99;0,63;0,31;0,32;0,5;8,09;NA;172;-0,492;0,08;1020,695;1,344;1036,973;1,292;0,953;0,001;468,269;0,009;436,725;0,011;NA;NA;0,0109;0,074;0,7;0,0016;0,91;0,003;469,409;0,059;439,292;0,054;-39,573;5,298;-5,513;0,152;-3,185;0,201;-3,979;4,856;-13,326;0,165;-13,973;0,156;0,03913;55340,4;10441130700,7;100256306;87638974,09;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_5_D1_c;TL2_5;TL2;5;y;25;Light;Glass;0,25;61,51;400;5,5;0,3;308,75;338,31;0,91;0,66;0,27;0,39;0,41;8,01;NA;151;-3,371;0,072;919,472;1,087;1031,01;1,306;-0,833;0,001;408,917;0,01;436,469;0,013;NA;NA;0,0844;0,0248;12,1;0,0251;-0,919;0,004;408,373;0,061;438,772;0,069;-6,444;5,317;-3,083;0,163;-3,309;0,217;-73,358;5,359;-10,593;0,186;-14,946;0,198;0,32539;31510;11446546571,2;384486852,84;6903451139,52;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_3_D1_c;TL2_3;TL2;6;n;25;Light;Glass;0,25;61,51;400;5,4;0,31;306,37;332,15;0,92;0,65;0,28;0,37;0,43;8,21;NA;153;-0,754;0,084;1008,492;1,304;1033,448;1,46;1,027;0,001;470,918;0,01;436,941;0,015;NA;NA;0,0173;0,0709;1,2;0,0026;1,064;0,004;474,116;0,067;438,901;0,053;-37,347;4,736;-5,904;0,176;-3,386;0,188;-2,685;4,271;-13,089;0,172;-13,916;0,158;0,01603;23133,8;3797747192,1;48055951,86;43520049,25;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_4_D1_c;TL2_4;TL2;7;y;25;Light;Glass;0,25;61,51;400;5,4;0,28;311,89;332,15;0,94;0,65;0,27;0,38;0,41;8,23;NA;151;-3,51;0,069;918,081;1,14;1034,21;1,143;-0,95;0,001;405,458;0,012;436,871;0,016;NA;NA;0,0869;0,023;13,2;0,0277;-0,907;0,004;408,831;0,067;438,824;0,069;-10,192;5,842;-2,989;0,184;-3,483;0,228;-70,075;5,093;-10,141;0,185;-14,241;0,176;0,65486;40888,4;11014321702,2;212595879,47;5447091254,22;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_1_D1_d;TL2_1;TL2;2;n;25;Light;Glass;0,25;61,51;400;5,1;0,32;303,39;313,7;0,97;0,64;0,31;0,33;0,48;8,09;NA;161;-0,428;0,068;1028,698;1,061;1042,848;1,198;0,976;0,001;470,311;0,007;438,025;0,015;NA;NA;0,0088;0,0871;0,6;0,0012;0,924;0,003;471,512;0,052;440,944;0,048;-5,19;4,879;-37,856;0,189;-40,116;0,135;17,833;5,355;-25,19;0,146;-28,174;0,213;0,02826;28368,4;5226814696,3;51767527,03;32180485,99;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_6_D1_d;TL2_6;TL2;3;y;25;Light;Glass;0,25;61,51;400;5,2;0,3;308,27;319,85;0,96;0,64;0,29;0,35;0,45;7,97;NA;143;-3,063;0,072;932,346;1,206;1033,688;1,163;-0,732;0,001;413,65;0,013;437,874;0,013;NA;NA;0,076;0,0218;11,5;0,0238;-0,769;0,003;415,188;0,049;440,616;0,049;-112,576;6,089;-35,584;0,156;-40,036;0,205;-166,095;6,074;-19,072;0,177;-27,568;0,184;0,59309;52858,7;9439234238,7;365437059,84;5204844755,83;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_2_D1_d;TL2_2;TL2;4;n;25;Light;Glass;0,25;61,51;400;5;0,31;304,36;307,55;0,99;0,63;0,31;0,32;0,5;8,09;NA;172;-0,441;0,069;1024,9;1,175;1039,476;1,103;0,983;0,001;470,635;0,008;438,13;0,011;NA;NA;0,0109;0,074;0,7;0,0016;0,956;0,003;471,873;0,052;440,259;0,051;-7,262;5,072;-37,894;0,159;-40,094;0,194;10,38;4,206;-24,338;0,151;-26,83;0,139;0,03913;55340,4;10441130700,7;100256306;87638974,09;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_5_D1_d;TL2_5;TL2;5;y;25;Light;Glass;0,25;61,51;400;5,5;0,3;308,75;338,31;0,91;0,66;0,27;0,39;0,41;8,01;NA;151;-3,418;0,068;927,704;1,127;1040,771;1,116;-0,798;0,001;411,705;0,013;438,096;0,01;NA;NA;0,0844;0,0248;12,1;0,0251;-0,857;0,004;412,105;0,064;440,461;0,067;-102,983;6,39;-35,816;0,217;-40,145;0,208;-146,302;4,924;-19,623;0,175;-27,783;0,154;0,32539;31510;11446546571,2;384486852,84;6903451139,52;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_3_D1_d;TL2_3;TL2;6;n;25;Light;Glass;0,25;61,51;400;5,4;0,31;306,37;332,15;0,92;0,65;0,28;0,37;0,43;8,21;NA;153;-0,629;0,075;1018,472;1,24;1039,28;1,236;1,394;0,001;485,911;0,01;439,787;0,009;NA;NA;0,0173;0,0709;1,2;0,0026;1,699;0,004;496,409;0,089;440,191;0,052;-15,47;3,322;-37,277;0,211;-40,057;0,186;5,021;2,615;-23,785;0,153;-27,462;0,162;0,01603;23133,8;3797747192,1;48055951,86;43520049,25;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_4_D1_d;TL2_4;TL2;7;y;25;Light;Glass;0,25;61,51;400;5,4;0,28;311,89;332,15;0,94;0,65;0,27;0,38;0,41;8,23;NA;151;-3,508;0,071;918,902;1,071;1034,956;1,277;-0,853;0,001;410,211;0,013;438,441;0,011;NA;NA;0,0869;0,023;13,2;0,0277;-0,854;0,004;412,116;0,056;440,38;0,074;-99,306;5,55;-36,329;0,195;-40,373;0,174;-144,344;5,876;-19,875;0,208;-27,871;0,183;0,65486;40888,4;11014321702,2;212595879,47;5447091254,22;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
Joana;Toulenne;44,5768;-0,2823;Temperate;Cropland;08/04/2016;Algae;TL2_1_N_a;TL2_1;TL2;2;n;25;Dark;Glass;0,25;61,51;400;5,1;0,32;303,39;313,7;0,97;0,64;0,31;0,33;0,48;8,09;NA;161;-0,932;0,079;1004,666;1,232;1035,507;1,367;0,943;0,007;469,275;0,208;438,081;0,012;NA;NA;0,0203;0,0532;1,5;0,0032;0,892;0,011;470,248;0,298;440,753;0,059;-13,164;5,398;-38,402;0,162;-40,092;0,188;11,963;7,384;-24,982;0,201;-27,455;0,28;0,01392;28368,4;5226814696,3;51767527,03;32180485,99;NA;NA;NA;NA;31;52,3;16,7;10,4;NA
