soil;Coniocybaceae;Mastodiaceae;Coccodiniaceae;Thelocarpaceae;Medeolariaceae;Arthoniaceae;Chrysotrichaceae;Opegraphaceae;Roccellaceae;Roccellographaceae;Argynnaceae;Asterinaceae;Kirschsteiniotheliaceae;Meliolinaceae;Micropeltidaceae;Monoblastiaceae;Natipusillaceae;Planistromellaceae;Pseudoperisporiaceae;Strigulaceae;Tubeufiaceae;Zopfiaceae;Acrospermaceae;Botryosphaeriaceae;Microthyriaceae;Patellariaceae;Trypetheliaceae;Sympoventuriaceae;Venturiaceae;Capnodiaceae;Davidiellaceae;Dissoconiaceae;Euantennariaceae;Mycosphaerellaceae;Piedraiaceae;Schizothyriaceae;Teratosphaeriaceae;Dothideaceae;Dothioraceae;Elsinoaceae;Myriangiaceae;Pleosporomycetidae_incertae_sedis;Hysteriaceae;Aliquandostipitaceae;Mytilinidiaceae;Aigialaceae;Amniculicolaceae;Arthopyreniaceae;Cucurbitariaceae;Dacampiaceae;Delitschiaceae;Diademaceae;Didymosphaeriaceae;Dothidotthiaceae;Fenestellaceae;Lentitheciaceae;Lindgomycetaceae;Lophiostomataceae;Massariaceae;Massarinaceae;Melanommataceae;Montagnulaceae;Morosphaeriaceae;Phaeotrichaceae;Pleomassariaceae;Shiraiaceae;Sporormiaceae;Teichosporaceae;Testudinaceae;Tetraplosphaeriaceae;Didymellaceae;Leptosphaeriaceae;Phaeosphaeriaceae;Pleosporaceae;Rhynchostomataceae;Chaetothyriaceae;Herpotrichiellaceae;Pyrenulaceae;Requienellaceae;Verrucariaceae;Coryneliaceae;Elaphomycetaceae;Trichocomaceae;Ajellomycetaceae;Arachnomycetaceae;Arthrodermataceae;Ascosphaeraceae;Eremascaceae;Gymnoascaceae;Onygenaceae;Mycocaliciaceae;Sphinctrinaceae;Geoglossaceae;Ceratomycetaceae;Laboulbeniaceae;Pyxidiophoraceae;Candelariaceae;Umbilicariaceae;Acarosporaceae;Elixiaceae;Fuscideaceae;Phlyctidaceae;Letrouitiaceae;Megalosporaceae;Teloschistaceae;Ectolechiaceae;Anziaceae;Aphanopsidaceae;Arthrorhaphidaceae;Caliciaceae;Catillariaceae;Cetradoniaceae;Cladoniaceae;Crocyniaceae;Dactylosporaceae;Gypsoplacaceae;Haematommataceae;Lecanoraceae;Lecideaceae;Loxosporaceae;Megalariaceae;Micareaceae;Mycoblastaceae;Ophioparmaceae;Parmeliaceae;Physciaceae;Pilocarpaceae;Porpidiaceae;Psoraceae;Ramalinaceae;Rhizocarpaceae;Sphaerophoraceae;Stereocaulaceae;Tephromelataceae;Coccocarpiaceae;Collemataceae;Pannariaceae;Lobariaceae;Nephromataceae;Peltigeraceae;Placynthiaceae;Arctomiaceae;Coccotremataceae;Hymeneliaceae;Protothelenellaceae;Thelenellaceae;Agyriaceae;Anamylopsoraceae;Baeomycetaceae;Coenogoniaceae;Graphidaceae;Gyalectaceae;Odontotremataceae;Porinaceae;Sagiolechiaceae;Solorinellaceae;Stictidaceae;Icmadophilaceae;Megasporaceae;Ochrolechiaceae;Pertusariaceae;Ascodichaenaceae;Cudoniaceae;Cyttariaceae;Erysiphaceae;Myxotrichaceae;Pseudeurotiaceae;Rhytismataceae;Thelebolaceae;Bulgariaceae;Dermateaceae;Helotiaceae;Hemiphacidiaceae;Hyaloscyphaceae;Leotiaceae;Loramycetaceae;Phacidiaceae;Rutstroemiaceae;Sclerotiniaceae;Vibrisseaceae;Eremithallaceae;Heppiaceae;Lichinaceae;Peltulaceae;Orbiliaceae;Ascobolaceae;Ascodesmidaceae;Caloscyphaceae;Chorioactidaceae;Discinaceae;Glaziellaceae;Helvellaceae;Karstenellaceae;Morchellaceae;Pezizaceae;Pyronemataceae;Rhizinaceae;Sarcoscyphaceae;Sarcosomataceae;Tuberaceae;Papulosaceae;Thyridiaceae;Koralionastetaceae;Lulworthiaceae;Spathulosporaceae;mitosporic_Lulworthiaceae;Meliolaceae;Phyllachoraceae;Australiascaceae;Glomerellaceae;Plectosphaerellaceae;Reticulascaceae;Bionectriaceae;Ceratostomataceae;Clavicipitaceae;Cordycipitaceae;Hypocreaceae;Nectriaceae;Niessliaceae;Ophiocordycipitaceae;Melanosporaceae;Ceratocystidaceae;Gondwanamycetaceae;Halosphaeriaceae;Microascaceae;Annulatascaceae;Apiosporaceae;Helminthosphaeriaceae;Boliniaceae;Calosphaeriaceae;Chaetosphaeriaceae;Coniochaetaceae;Cryphonectriaceae;Diaporthaceae;Gnomoniaceae;Melanconidaceae;Valsaceae;Magnaporthaceae;Ophiostomataceae;Cephalothecaceae;Chaetomiaceae;Lasiosphaeriaceae;Sordariaceae;Amphisphaeriaceae;Clypeosphaeriaceae;Diatrypaceae;Graphostromataceae;Hyponectriaceae;Xylariaceae;Cephaloascaceae;Debaryomycetaceae;Dipodascaceae;Endomycetaceae;Lipomycetaceae;Metschnikowiaceae;Phaffomycetaceae;Pichiaceae;Saccharomycetaceae;Saccharomycodaceae;Saccharomycopsidaceae;Trichomonascaceae;Archaeorhizomycetaceae;Neolectaceae;Pneumocystidaceae;Schizosaccharomycetaceae;Protomycetaceae;Taphrinaceae;Auriculariaceae;Exidiaceae;Hyaloriaceae;Botryobasidiaceae;Cantharellaceae;Ceratobasidiaceae;Clavulinaceae;Hydnaceae;Tulasnellaceae;Corticiaceae;Punctulariaceae;Vuilleminiaceae;Gloeophyllaceae;Hymenochaetaceae;Auriscalpiaceae;Dictyonemataceae;Ganodermataceae;Hapalopilaceae;Lachnocladiaceae;Lentinaceae;Meruliaceae;Phanerochaetaceae;Polyporaceae;Pterulaceae;Sparassidaceae;Albatrellaceae;Bondarzewiaceae;Echinodontiaceae;Epitheliaceae;Gloeocystidiellaceae;Hericiaceae;Hyphodermataceae;Peniophoraceae;Podoscyphaceae;Russulaceae;Stereaceae;Sebacinaceae;Bankeraceae;Thelephoraceae;Typhulaceae;Trechisporaceae;Agaricaceae;Amanitaceae;Bolbitiaceae;Clavariaceae;Cortinariaceae;Crepidotaceae;Cyphellaceae;Entolomataceae;Favolaschiaceae;Fistulinaceae;Hydnangiaceae;Hygrophoraceae;Hymenogastraceae;Lycoperdaceae;Lyophyllaceae;Marasmiaceae;Mycenastraceae;Niaceae;Nidulariaceae;Omphalotaceae;Physalacriaceae;Pleurotaceae;Pluteaceae;Psathyrellaceae;Schizophyllaceae;Strophariaceae;Tricholomataceae;Amylocorticiaceae;Atheliaceae;Melanogastraceae;Stephanosporaceae;Boletaceae;Coniophoraceae;Hygrophoropsidaceae;Serpulaceae;Gyrodontaceae;Paxillaceae;Boletinellaceae;Calostomataceae;Gyroporaceae;Pisolithaceae;Sclerodermataceae;Gomphidiaceae;Rhizopogonaceae;Suillaceae;Truncocolumellaceae;Tapinellaceae;Jaapiaceae;Geastraceae;Sphaerobolaceae;Gautieriaceae;Gomphaceae;Hysterangiaceae;Clathraceae;Phallaceae;Dacrymycetaceae;Cystofilobasidiaceae;Filobasidiaceae;Sirobasidiaceae;Syzygosporaceae;Tremellaceae;Entorrhizaceae;Cystobasidiaceae;Camptobasidiaceae;Heterogastridiaceae;Microbotryaceae;Ustilentylomataceae;Mixiaceae;Pachnocybaceae;Eocronartiaceae;Platygloeaceae;Chaconiaceae;Coleosporiaceae;Cronartiaceae;Melampsoraceae;Phakopsoraceae;Phragmidiaceae;Pileolariaceae;Pucciniaceae;Pucciniastraceae;Pucciniosiraceae;Raveneliaceae;Sphaerophragmiaceae;Uropyxidaceae;Septobasidiaceae;Agaricostilbaceae;Chionosphaeraceae;Hoehnelomycetaceae;Phleogenaceae;Tritirachiaceae;Ceraceosoraceae;Doassansiaceae;Rhamphosporaceae;Entylomataceae;Brachybasidiaceae;Exobasidiaceae;Graphiolaceae;Georgefischeriaceae;Tilletiariaceae;Malasseziaceae;Microstromataceae;Quambalariaceae;Volvocisporiaceae;Tilletiaceae;Glomosporiaceae;Melanotaeniaceae;Urocystidaceae;Anthracoideaceae;Cintractiaceae;Ustilaginaceae;Blastocladiaceae;Catenariaceae;Coelomomycetaceae;Physodermataceae;Chytridiaceae;Endochytriaceae;Megachytriaceae;Synchytriaceae;Cladochytriaceae;Lobulomycetaceae;Alphamycetaceae;Kappamycetaceae;Rhizophydiaceae;Terramycetaceae;Powellomycetaceae;Spizellomycetaceae;Gonapodyaceae;Harpochytriaceae;Monoblepharidaceae;Oedogoniomycetaceae;Olpidiaceae;Ancylistaceae;Basidiobolaceae;Entomophthoraceae;Neozygitaceae;Dimargaritaceae;Harpellaceae;Legeriomycetaceae;Kickxellaceae;Mortierellaceae;Endogonaceae;Chaetocladiaceae;Choanephoraceae;Cunninghamellaceae;Gilbertellaceae;Lichtheimiaceae;Mucoraceae;Mycotyphaceae;Pilobolaceae;Radiomycetaceae;Saksenaeaceae;Syncephalastraceae;Thamnidiaceae;Cochlonemataceae;Helicocephalidaceae;Piptocephalidaceae;Sigmoideomycetaceae;Zoopagaceae;Ambisporaceae;Archaeosporaceae;Geosiphonaceae;Acaulosporaceae;Dentiscutataceae;Diversisporaceae;Gigasporaceae;Pacisporaceae;Racocetraceae;Scutellosporaceae;Claroideoglomeraceae;Glomeraceae;Paraglomeraceae;Cougourdellidae;Facilisporidae;Gurleyidae;Heterovesiculidae;Nadelsporidae;Ordosporidae;Pseudonosematidae;Tetramicriidae;Caudosporidae;Enterocytozoonidae;Mrazekiidae;Nosematidae;Spraguidae;Tubulinosematidae;Unikaryonidae;Amblyosporidae;Burenellidae;Dubosqiidae;Glugeidae;Pleistophoridae;Thelohaniidae;Tuzetiidae;Myosporidae;Neocallimastigaceae;Unknown;Unclassified;Environmental
DBZ1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;66;0;0;32;0;0;39;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;47;0;0;0;27;1;0;8;0;49;10;4;32;0;12;291;0;0;31;0;1;305;27;1;5;0;0;1;12;0;0;19;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;21;0;1;0;3;0;66;0;12;1;0;0;0;15;0;0;0;0;0;10;1;14;0;0;11;0;0;0;24;11;65;8;1;59;1;0;0;0;0;0;0;0;0;1;124;357;0;129;0;36;54;69;1043;0;30;0;13;1;1;28;0;2;0;1;12;0;1175;219;0;0;1;4;9;16;0;376;1;39;5;0;3;0;0;2;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;12;1;1;1;0;9;0;0;0;0;1;0;21;0;0;0;0;0;0;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;17;0;0;0;0;2;1;2;0;0;4;2;0;3;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;15;0;0;0;89;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;37;1;0;4;0;0;3;0;0;164;0;0;8;0;13;60;0;2;2;8;0;0;0;0;1;21;373;18;0;0;0;0;0;193;0;15;4;0;0;0;0;0;4;4;0;0;0;0;27;0;0;0;0;147;96;3;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;525;3150;903
DBZ2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;37;2;0;26;0;0;40;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;39;0;1;0;20;0;0;4;0;67;9;14;30;0;10;255;0;0;18;0;2;186;19;2;1;0;0;0;20;1;0;11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;17;0;1;0;2;0;29;0;6;1;0;0;0;11;0;0;0;0;0;2;1;0;0;0;4;0;1;0;34;25;26;17;3;50;1;0;0;0;0;0;0;0;0;1;90;405;0;201;0;28;64;71;915;0;29;0;14;0;4;60;0;2;0;1;6;0;813;128;0;0;1;9;8;11;0;269;2;32;6;0;3;0;0;0;0;3;1;0;0;0;6;1;71;0;0;0;0;0;0;7;0;2;0;1;7;0;0;1;0;0;0;40;0;0;0;1;0;0;1;0;1;0;0;2;8;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;2;3;14;0;0;0;2;5;1;0;0;0;2;3;1;1;0;0;2;2;0;120;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;1;15;0;0;0;136;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;2;0;0;0;80;3;1;9;0;3;3;0;0;65;0;0;6;0;15;86;0;4;2;7;0;0;0;0;0;38;450;38;0;0;0;0;0;250;0;7;1;0;0;0;0;0;10;9;0;8;0;0;17;0;2;1;2;78;63;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;560;3475;1112
DBZ3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;74;3;0;38;0;0;60;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;0;0;41;0;0;0;20;0;0;44;0;72;4;3;17;0;24;343;0;0;21;0;3;268;37;4;0;0;0;2;11;1;0;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;14;0;2;0;1;0;35;0;13;0;0;0;0;52;0;0;0;0;0;7;7;9;0;0;10;0;1;0;27;4;32;16;1;61;1;0;0;0;1;0;0;0;0;0;103;379;0;183;0;34;57;88;920;0;36;0;21;1;0;44;0;2;0;0;8;0;1074;130;0;0;1;12;7;13;0;349;0;33;6;0;4;0;0;1;0;12;0;0;1;0;0;1;39;0;1;0;0;0;0;13;1;1;1;0;8;1;0;2;1;0;0;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;19;0;0;0;0;6;0;1;0;0;3;4;2;7;0;0;1;3;0;9;0;0;0;0;0;0;0;0;0;2;0;20;0;0;0;0;0;0;0;0;0;14;0;0;1;117;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;47;0;0;1;0;1;4;0;0;137;0;0;7;0;15;89;0;1;2;8;0;0;0;0;1;13;414;31;0;0;0;0;0;133;0;5;3;0;0;0;0;0;2;1;0;0;0;0;16;0;11;1;1;72;94;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;572;3189;970
DBZ4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;34;1;0;23;0;0;16;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;154;0;0;0;11;1;0;5;0;46;5;178;61;0;12;284;0;0;12;0;0;84;2;0;1;0;0;1;5;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7;0;0;0;2;0;62;0;8;1;0;0;0;13;0;0;0;0;0;2;1;1;2;0;4;0;0;0;14;17;16;4;0;29;4;0;0;0;0;0;0;0;0;1;181;222;0;154;0;23;48;40;854;1;24;0;13;3;2;25;0;1;0;0;3;0;496;53;0;0;1;9;24;16;0;207;1;39;4;0;4;0;0;1;0;17;0;0;5;0;0;1;45;0;0;0;0;0;0;4;1;4;0;0;4;2;0;0;0;1;0;28;0;0;0;0;0;0;0;0;5;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;5;0;0;0;0;4;4;1;0;0;2;0;0;0;0;0;3;1;0;17;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5;0;0;0;75;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;1;0;0;0;193;4;0;1;0;0;4;0;0;53;0;0;8;1;6;1524;0;5;84;2;2;0;0;0;1;14;228;20;0;0;0;0;0;108;0;7;0;0;0;0;0;0;5;2;0;12;0;0;26;0;8;0;2;57;105;0;138;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;670;3082;926
DBZ5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;16;1;0;16;0;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;17;0;0;0;13;2;0;16;0;54;8;149;20;0;7;125;0;0;3;0;0;88;8;0;0;0;0;0;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;7;0;0;0;4;0;19;0;5;1;0;0;1;23;0;0;0;0;0;6;14;0;0;0;4;0;0;0;6;48;16;3;1;20;3;0;0;0;0;0;0;0;0;0;42;128;0;1350;0;12;51;61;532;0;16;0;19;0;0;11;0;0;0;0;0;0;370;47;0;0;0;4;11;12;0;108;0;11;4;0;1;0;0;0;0;17;0;0;1;0;0;1;95;0;0;0;0;1;0;1;0;7;0;0;5;0;0;0;0;0;0;38;0;0;2;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;2;7;0;0;0;0;2;6;0;0;0;4;86;0;1;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;3;0;0;0;50;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;42;1;0;0;0;0;0;0;0;0;0;0;0;0;293;2;0;0;0;0;5;0;0;96;0;0;2;0;9;2174;0;6;80;75;0;0;0;0;1;5;142;18;0;0;0;0;1;57;0;5;2;0;0;0;0;0;2;3;0;12;0;0;6;0;3;0;1;7;28;1;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;640;2263;1097
DBZ6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;13;0;0;12;0;0;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;39;0;0;0;5;1;0;3;0;42;5;5;62;0;10;140;0;0;6;0;0;107;17;2;3;0;0;2;6;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;6;0;0;0;1;0;16;0;3;0;0;0;0;5;0;0;0;0;0;1;2;3;0;0;1;0;1;0;16;20;26;3;2;36;2;0;0;0;0;0;0;0;0;0;42;214;1;144;0;18;27;54;575;0;19;0;17;1;0;13;0;0;0;0;4;0;326;61;0;0;0;7;13;8;0;126;0;55;1;0;5;0;0;2;0;13;0;0;0;0;0;1;37;0;0;0;0;0;0;5;0;4;6;0;6;0;0;0;0;0;0;18;0;0;1;1;0;0;2;0;7;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0;2;1;1;0;0;1;4;0;0;0;0;4;0;0;8;0;0;0;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;17;0;0;1;55;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;1;0;0;0;3;0;0;127;0;0;13;0;21;2791;0;24;4;7;0;0;0;0;3;5;322;48;0;0;0;0;0;95;0;3;1;0;0;0;0;0;1;2;0;23;0;0;11;0;6;0;2;12;25;3;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;404;3379;1070
LB1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;4;0;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;0;3;0;4;3;7;87;0;1;474;0;0;3;0;5;725;45;0;11;1;0;1;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;17;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;390;0;2;0;99;0;161;0;318;1;0;0;0;5;0;0;0;1;0;1;0;0;2;0;2;0;0;0;19;3;29;0;0;48;5;0;0;0;0;0;0;0;0;0;0;5;0;3;0;19;83;43;18;0;24;0;0;0;1;2;0;0;0;0;0;0;19;7;0;0;0;1;0;14;0;10;0;6;3;0;0;0;0;0;0;0;0;0;2;0;0;0;10;0;0;0;0;0;0;0;0;0;2;0;9;5;0;0;0;1;0;11;0;0;1;0;4;0;0;0;0;0;0;0;16;0;0;0;1;0;0;0;1;0;0;0;1;2;0;0;0;0;8;0;0;0;3;0;0;0;3;0;0;0;0;0;0;26;6;0;0;0;0;0;12;17;0;0;55;20;13;6;0;0;9;40;0;460;0;0;0;0;0;0;0;3;0;4;0;91;0;0;0;0;2;0;0;0;0;4;0;0;1;568;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;5;0;0;1;0;32;36;0;0;1;0;0;0;0;0;0;18;519;80;0;0;1;0;0;27;0;1;0;0;0;0;0;0;48;0;0;1;0;0;18;0;1;0;0;29;21;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;4257;1391
LB2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;4;5;0;1;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;66;0;0;1;0;0;0;1;0;0;0;0;4;4;10;36;0;1;370;0;0;0;0;2;601;40;0;5;0;0;0;14;0;0;2;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;289;0;1;0;122;0;168;0;249;1;0;0;0;6;0;0;0;2;0;6;0;0;0;0;1;0;0;0;16;2;21;0;0;50;2;0;0;0;0;0;0;0;0;0;2;3;0;7;0;16;44;39;16;0;20;0;0;0;0;1;0;0;0;0;0;0;2;8;0;0;0;2;2;14;0;5;0;5;2;0;0;0;0;0;0;15;0;0;0;0;0;0;7;0;0;0;0;1;0;0;0;1;1;0;13;5;0;0;0;0;0;13;0;0;5;1;3;0;0;0;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;0;0;0;3;0;0;0;1;0;0;0;0;0;0;16;7;0;0;0;0;0;6;10;0;0;30;5;11;4;0;0;2;30;0;360;1;0;0;0;0;0;0;1;0;0;0;27;0;0;0;0;0;0;0;0;0;3;0;0;1;620;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;9;0;0;0;0;0;0;0;2;0;0;0;1;26;76;0;1;0;0;0;0;0;0;0;21;525;96;0;0;2;0;0;32;0;1;4;0;0;0;0;0;31;1;0;0;0;0;28;0;0;0;2;44;46;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566;4167;1943
