DEFINED OTU	PHYLUM	CLASS	ORDER	FAMILY	GENUS
OTU4216	Planctomycetes(2)	Planctomycetacia(2)	Planctomycetales(2)	Planctomycetaceae(2)	Planctomyces(2)
OTU4217	Verrucomicrobia(2)	Verrucomicrobiae(2)	Verrucomicrobiales(2)	Verrucomicrobiaceae(2)	Prosthecobacter(2)
OTU4218	Planctomycetes(2)	Planctomycetacia(2)	Planctomycetales(2)	Planctomycetaceae(2)	Zavarzinella(2)
OTU4219	Proteobacteria(2)	Betaproteobacteria(2)	Burkholderiales(2)	Comamonadaceae(2)	Comamonas(1) Unknown(1) 
OTU4220	Planctomycetes(2)	Planctomycetacia(2)	Planctomycetales(2)	Planctomycetaceae(2)	Gemmata(2)
OTU4221	Proteobacteria(2)	Betaproteobacteria(2)	Nitrosomonadales(2)	Nitrosomonadaceae(2)	Nitrosomonas(2)
OTU4222	Verrucomicrobia(2)	Verrucomicrobiae(2)	Verrucomicrobiales(2)	Verrucomicrobia_subdivision_3(2)	Pedosphaera(2)
OTU4223	Proteobacteria(2)	Deltaproteobacteria(2)	Myxococcales(2)	Haliangiaceae(2)	Haliangium(2)
OTU4224	Proteobacteria(2)	Gammaproteobacteria(1) Deltaproteobacteria(1) 	Xanthomonadales(1) Desulfuromonadales(1) 	Xanthomonadaceae(1) Geobacteraceae(1) 	Geobacter(1) Lysobacter(1) 
OTU4225	Acidobacteria(2)	Holophagae(2)	Holophagales(2)	Holophagaceae(2)	Holophaga(2)
OTU4226	Proteobacteria(2)	Deltaproteobacteria(2)	Myxococcales(2)	Cystobacteraceae(2)	Anaeromyxobacter(2)
OTU4227	Bacteroidetes(2)	Bacteroidia(2)	Bacteroidales(2)	Porphyromonadaceae(2)	Barnesiella(2)
OTU4228	Unknown(2)	Unknown(2)	Unknown(2)	Unknown(2)	Unknown(2)
OTU4229	Firmicutes(2)	Bacilli(2)	Bacillales(2)	Bacillaceae(2)	Bacillus(2)
OTU4230	Proteobacteria(2)	Alphaproteobacteria(2)	Caulobacterales(2)	Hyphomonadaceae(2)	Woodsholea(2)
OTU4231	Nitrospirae(1) Planctomycetes(1) 	Planctomycetacia(1) Nitrospira(1) 	Planctomycetales(1) Nitrospirales(1) 	Planctomycetaceae(1) Nitrospiraceae(1) 	Singulisphaera(1) Thermodesulfovibrio(1) 
OTU4232	Proteobacteria(2)	Deltaproteobacteria(2)	Myxococcales(2)	Haliangiaceae(2)	Haliangium(2)
OTU4233	Chloroflexi(2)	Anaerolineae(2)	Anaerolineales(2)	Anaerolineaceae(2)	Longilinea(2)
OTU4234	Planctomycetes(2)	Phycisphaerae(2)	Phycisphaerales(2)	Phycisphaeraceae(2)	Phycisphaera(2)
OTU4235	Gemmatimonadetes(2)	Gemmatimonadetes(2)	Gemmatimonadales(2)	Gemmatimonadaceae(2)	Gemmatimonas(2)
OTU4236	Firmicutes(2)	Clostridia(2)	Clostridiales(2)	Peptococcaceae(1) Christensenellaceae(1) 	Desulfitibacter(1) Christensenella(1) 
OTU4237	Acidobacteria(2)	Holophagae(2)	Holophagales(2)	Holophagaceae(2)	Holophaga(2)
OTU4238	Verrucomicrobia(2)	Verrucomicrobiae(2)	Verrucomicrobiales(2)	Verrucomicrobiaceae(2)	Prosthecobacter(2)
OTU4239	Acidobacteria(2)	Holophagae(2)	Holophagales(2)	Holophagaceae(2)	Holophaga(2)
OTU4240	Bacteroidetes(2)	Sphingobacteriia(2)	Sphingobacteriales(2)	Sphingobacteriaceae(2)	Pedobacter(2)
OTU4241	Actinobacteria(2)	Acidimicrobiia(2)	Acidimicrobiales(2)	Iamiaceae(2)	Iamia(2)
OTU4242	Proteobacteria(2)	Deltaproteobacteria(2)	Unknown(1) Desulfuromonadales(1) 	Geobacteraceae(1) Unknown(1) 	Geoalkalibacter(1) Unknown(1) 
OTU4243	Acidobacteria(2)	Holophagae(2)	Holophagales(2)	Holophagaceae(2)	Holophaga(2)
OTU4244	Acidobacteria(2)	Holophagae(2)	Holophagales(2)	Holophagaceae(2)	Holophaga(2)
OTU4245	Actinobacteria(1) Firmicutes(1) 	Bacilli(1) Thermoleophilia(1) 	Bacillales(1) Gaiellales(1) 	Bacillaceae(1) Gaiellaceae(1) 	Gaiella(1) Bacillus(1) 
OTU4246	Proteobacteria(2)	Gammaproteobacteria(2)	Chromatiales(2)	Chromatiaceae(2)	Nitrosococcus(2)
OTU4247	Acidobacteria(2)	Holophagae(2)	Holophagales(2)	Holophagaceae(2)	Holophaga(2)
OTU4248	Proteobacteria(2)	Betaproteobacteria(2)	Burkholderiales(2)	Burkholderiaceae(2)	Chitinimonas(2)
OTU4249	Chloroflexi(2)	Chloroflexi(2)	Chloroflexales(2)	Chloroflexaceae(2)	Roseiflexus(2)
OTU4250	Actinobacteria(2)	Acidimicrobiia(2)	Acidimicrobiales(2)	Acidimicrobiaceae(2)	Acidimicrobium(2)
OTU4251	Proteobacteria(2)	Gammaproteobacteria(2)	Legionellales(2)	Coxiellaceae(2)	Coxiella(2)
OTU4252	Proteobacteria(2)	Deltaproteobacteria(2)	Myxococcales(2)	Haliangiaceae(2)	Haliangium(2)
OTU4253	Planctomycetes(2)	Planctomycetia(2)	Planctomycetales(2)	Planctomycetaceae(2)	Pirellula(2)
OTU4254	Acidobacteria(2)	Holophagae(2)	Holophagales(2)	Holophagaceae(2)	Holophaga(2)
OTU4255	Bacteroidetes(1) Proteobacteria(1) 	Alphaproteobacteria(1) Unknown(1) 	Unknown(1) Rhizobiales(1) 	Unknown(1) Xanthobacteraceae(1) 	Unknown(2)
OTU4256	Actinobacteria(2)	Actinobacteria(2)	Micrococcales(2)	Micrococcaceae(2)	Arthrobacter(2)
OTU4257	Proteobacteria(2)	Gammaproteobacteria(2)	Xanthomonadales(2)	Xanthomonadaceae(2)	Pseudoxanthomonas(2)
OTU4258	Acidobacteria(2)	Holophagae(2)	Holophagales(2)	Holophagaceae(2)	Holophaga(2)
OTU4259	Proteobacteria(2)	Deltaproteobacteria(2)	Desulfovibrionales(2)	Desulfomicrobiaceae(2)	Desulfomicrobium(2)
OTU4260	Proteobacteria(2)	Deltaproteobacteria(2)	Desulfuromonadales(2)	Geobacteraceae(2)	Geobacter(2)
OTU4261	Proteobacteria(2)	Gammaproteobacteria(2)	Chromatiales(2)	Chromatiaceae(2)	Nitrosococcus(2)
OTU4262	Acidobacteria(1) Proteobacteria(1) 	Deltaproteobacteria(1) Holophagae(1) 	Desulfovibrionales(1) Acanthopleuribacterales(1) 	Desulfovibrionaceae(1) Acanthopleuribacteraceae(1) 	Desulfovibrio(1) Acanthopleuribacter(1) 
OTU4263	Firmicutes(2)	Clostridia(2)	Clostridiales(2)	Veillonellaceae(2)	Megasphaera(2)
OTU4264	Proteobacteria(2)	Betaproteobacteria(2)	Burkholderiales(2)	Comamonadaceae(2)	Variovorax(2)
OTU4265	Proteobacteria(2)	Alphaproteobacteria(2)	Rhizobiales(2)	Rhodobiaceae(2)	Rhodobium(2)
OTU4266	Chloroflexi(2)	Anaerolineae(2)	Anaerolineales(2)	Anaerolineaceae(2)	Longilinea(2)
OTU4267	Actinobacteria(2)	Actinobacteria(2)	Corynebacteriales(2)	Nocardiaceae(2)	Rhodococcus(2)
OTU4268	Actinobacteria(2)	Thermoleophilia(2)	Solirubrobacterales(2)	Patulibacteraceae(1) Conexibacteraceae(1) 	Conexibacter(1) Patulibacter(1) 
OTU4269	Proteobacteria(2)	Deltaproteobacteria(2)	Desulfuromonadales(2)	Desulfuromonadaceae(2)	Pelobacter(2)
OTU4270	Actinobacteria(1) Proteobacteria(1) 	Thermoleophilia(1) Deltaproteobacteria(1) 	Gaiellales(1) Unknown(1) 	Unknown(1) Gaiellaceae(1) 	Gaiella(1) Unknown(1) 
OTU4271	Proteobacteria(2)	Betaproteobacteria(2)	Rhodocyclales(2)	Rhodocyclaceae(2)	Azoarcus(2)
OTU4272	Bacteroidetes(2)	Sphingobacteriia(2)	Sphingobacteriales(2)	Chitinophagaceae(2)	Terrimonas(1) Ferruginibacter(1) 
OTU4273	Proteobacteria(1) Unknown(1) 	Gammaproteobacteria(1) Unknown(1) 	Unknown(1) Chromatiales(1) 	Chromatiaceae(1) Unknown(1) 	Unknown(1) Marichromatium(1) 
OTU4274	Firmicutes(2)	Bacilli(2)	Bacillales(2)	Bacillaceae(2)	Bacillus(2)
OTU4275	Proteobacteria(2)	Gammaproteobacteria(2)	Thiotrichales(2)	Piscirickettsiaceae(2)	Piscirickettsia(2)
OTU4276	Acidobacteria(2)	Holophagae(2)	Holophagales(2)	Holophagaceae(2)	Holophaga(2)
OTU4277	Acidobacteria(2)	Holophagae(2)	Holophagales(2)	Holophagaceae(2)	Holophaga(2)
OTU4278	Firmicutes(2)	Clostridia(2)	Clostridiales(2)	Clostridiaceae(2)	Clostridium(2)
OTU4279	Bacteroidetes(2)	Cytophagia(2)	Cytophagales(2)	Cytophagaceae(2)	Flexibacter(2)
OTU4280	Proteobacteria(1) Firmicutes(1) 	Clostridia(1) Deltaproteobacteria(1) 	Thermoanaerobacterales(1) Desulfuromonadales(1) 	Geobacteraceae(1) Thermoanaerobacteraceae(1) 	Geoalkalibacter(1) Moorella(1) 
OTU4281	Proteobacteria(2)	Betaproteobacteria(2)	Unknown(1) Burkholderiales(1) 	Unknown(1) Oxalobacteraceae(1) 	Undibacterium(1) Unknown(1) 
OTU4282	Proteobacteria(1) Firmicutes(1) 	Alphaproteobacteria(1) Clostridia(1) 	Clostridiales(1) Rhizobiales(1) 	Gracilibacteraceae(1) Bradyrhizobiaceae(1) 	Bradyrhizobium(1) Lutispora(1) 
OTU4283	Actinobacteria(2)	Actinobacteria(2)	Pseudonocardiales(2)	Pseudonocardiaceae(2)	Pseudonocardia(2)
OTU4284	Proteobacteria(2)	Alphaproteobacteria(2)	Rhizobiales(2)	Rhodobiaceae(2)	Anderseniella(1) Rhodobium(1) 
OTU4285	Firmicutes(2)	Bacilli(2)	Bacillales(2)	Planococcaceae(1) Bacillaceae(1) 	Bacillus(1) Solibacillus(1) 
OTU4286	Proteobacteria(2)	Alphaproteobacteria(2)	Rickettsiales(2)	Rickettsiaceae(2)	Rickettsia(2)
OTU4287	Verrucomicrobia(2)	Opitutae(2)	Opitutales(2)	Opitutaceae(2)	Opitutus(2)
OTU4288	Proteobacteria(2)	Betaproteobacteria(2)	Burkholderiales(2)	Burkholderiaceae(2)	Burkholderia(2)
OTU4289	Proteobacteria(2)	Alphaproteobacteria(2)	Sphingomonadales(2)	Sphingomonadaceae(2)	Novosphingobium(2)
OTU4290	Bacteroidetes(2)	Sphingobacteriia(2)	Sphingobacteriales(2)	Chitinophagaceae(2)	Terrimonas(1) Flavisolibacter(1) 
OTU4291	Bacteroidetes(2)	Flavobacteria(2)	Flavobacteriales(2)	Flavobacteriaceae(2)	Sufflavibacter(2)
OTU4292	Actinobacteria(2)	Thermoleophilia(2)	Solirubrobacterales(2)	Solirubrobacteraceae(2)	Solirubrobacter(2)
OTU4293	Chloroflexi(2)	Chloroflexi(2)	Chloroflexales(2)	Chloroflexaceae(2)	Roseiflexus(2)
OTU4294	Proteobacteria(2)	Gammaproteobacteria(2)	Pseudomonadales(2)	Moraxellaceae(2)	Enhydrobacter(2)
OTU4295	Proteobacteria(2)	Alphaproteobacteria(2)	Rhizobiales(2)	Hyphomicrobiaceae(2)	Rhodoplanes(2)
OTU4296	Unknown(2)	Unknown(2)	Unknown(2)	Unknown(2)	Unknown(2)
OTU4297	Actinobacteria(2)	Thermoleophilia(2)	Gaiellales(2)	Gaiellaceae(2)	Gaiella(2)
OTU4298	Proteobacteria(2)	Alphaproteobacteria(2)	Rhodobacterales(2)	Rhodobacteraceae(2)	Rhodovulum(1) Albimonas(1) 
OTU4299	Proteobacteria(2)	Alphaproteobacteria(2)	Sphingomonadales(1) Rhodospirillales(1) 	Sphingomonadaceae(1) Rhodospirillaceae(1) 	Sphingopyxis(1) Magnetospirillum(1) 
OTU4300	Proteobacteria(2)	Deltaproteobacteria(2)	Desulfuromonadales(2)	Geobacteraceae(2)	Geobacter(2)
OTU4301	Unknown(2)	Unknown(2)	Unknown(2)	Unknown(2)	Unknown(2)
OTU4302	Firmicutes(2)	Bacilli(2)	Bacillales(2)	Planococcaceae(2)	Lysinibacillus(1) Unknown(1) 
OTU4303	Planctomycetes(2)	Phycisphaerae(2)	Phycisphaerales(2)	Phycisphaeraceae(2)	Phycisphaera(2)
OTU4304	Actinobacteria(2)	Thermoleophilia(2)	Gaiellales(2)	Gaiellaceae(2)	Gaiella(2)
OTU4305	Bacteroidetes(2)	Flavobacteria(2)	Flavobacteriales(2)	Flavobacteriaceae(2)	Unknown(2)
OTU4306	Proteobacteria(2)	Betaproteobacteria(2)	Rhodocyclales(2)	Rhodocyclaceae(2)	Thauera(2)
OTU4307	Bacteroidetes(2)	Sphingobacteriia(2)	Sphingobacteriales(2)	Chitinophagaceae(1) Unknown(1) 	Unknown(1) Ferruginibacter(1) 
OTU4308	Proteobacteria(2)	Alphaproteobacteria(2)	Rhodospirillales(2)	Rhodospirillaceae(2)	Azospirillum(2)
OTU4309	Firmicutes(2)	Clostridia(2)	Thermoanaerobacterales(2)	Thermodesulfobiaceae(2)	Coprothermobacter(2)
OTU4310	Proteobacteria(2)	Betaproteobacteria(2)	Rhodocyclales(1) Burkholderiales(1) 	Rhodocyclaceae(1) Comamonadaceae(1) 	Unknown(1) Denitratisoma(1) 
OTU4311	Unknown(2)	Unknown(2)	Unknown(2)	Unknown(2)	Unknown(2)
OTU4312	Proteobacteria(2)	Betaproteobacteria(2)	Burkholderiales(2)	Burkholderiaceae(2)	Ralstonia(2)
OTU4313	Planctomycetes(2)	Phycisphaerae(2)	Phycisphaerales(2)	Phycisphaeraceae(2)	Phycisphaera(2)
OTU4314	Firmicutes(2)	Bacilli(2)	Lactobacillales(2)	Carnobacteriaceae(2)	Carnobacterium(2)
OTU4315	Bacteroidetes(2)	Sphingobacteriia(2)	Sphingobacteriales(2)	Sphingobacteriaceae(2)	Solitalea(2)
OTU4316	Firmicutes(2)	Clostridia(2)	Clostridiales(2)	Peptococcaceae(2)	Desulfitibacter(2)
OTU4317	Euryarchaeota(2)	Methanobacteria(2)	Methanobacteriales(2)	Methanobacteriaceae(2)	Methanobrevibacter(2)
OTU4318	Proteobacteria(2)	Alphaproteobacteria(2)	Rhizobiales(2)	Rhodobiaceae(1) Hyphomicrobiaceae(1) 	Rhodobium(1) Pedomicrobium(1) 
OTU4319	Chlorobi(2)	Chlorobia(2)	Chlorobiales(2)	Chlorobiaceae(2)	Chlorobaculum(2)
OTU4320	Proteobacteria(2)	Betaproteobacteria(2)	Unknown(1) Nitrosomonadales(1) 	Nitrosomonadaceae(1) Unknown(1) 	Nitrosospira(1) Unknown(1) 
OTU4321	Proteobacteria(2)	Betaproteobacteria(2)	Burkholderiales(2)	Oxalobacteraceae(1) Burkholderiaceae(1) 	Massilia(1) Burkholderia(1) 
OTU4322	Firmicutes(2)	Clostridia(1) Bacilli(1) 	Lactobacillales(1) Clostridiales(1) 	Clostridiaceae(1) Streptococcaceae(1) 	Clostridium(1) Streptococcus(1) 
OTU4323	Firmicutes(1) Armatimonadetes(1) 	Armatimonadia(1) Clostridia(1) 	Armatimonadales(1) Clostridiales(1) 	Clostridiaceae(1) Armatimonadaceae(1) 	Caloramator(1) Armatimonas(1) 
OTU4324	Proteobacteria(2)	Gammaproteobacteria(2)	Pseudomonadales(2)	Pseudomonadaceae(2)	Pseudomonas(2)
OTU4325	Proteobacteria(2)	Gammaproteobacteria(2)	Legionellales(2)	Coxiellaceae(2)	Aquicella(1) Unknown(1) 
OTU4326	Proteobacteria(2)	Betaproteobacteria(2)	Rhodocyclales(2)	Rhodocyclaceae(2)	Azospira(2)
OTU4327	Proteobacteria(2)	Alphaproteobacteria(2)	Rhizobiales(2)	Xanthobacteraceae(1) Methylocystaceae(1) 	Methylocystis(1) Unknown(1) 
OTU4328	Proteobacteria(2)	Gammaproteobacteria(2)	Xanthomonadales(2)	Sinobacteraceae(2)	Steroidobacter(2)
OTU4329	Proteobacteria(2)	Betaproteobacteria(2)	Burkholderiales(2)	Comamonadaceae(2)	Acidovorax(2)
OTU4330	Planctomycetes(2)	Planctomycetacia(2)	Planctomycetales(2)	Planctomycetaceae(2)	Planctomyces(2)
OTU4331	Proteobacteria(2)	Alphaproteobacteria(2)	Rhizobiales(2)	Xanthobacteraceae(1) Hyphomicrobiaceae(1) 	Unknown(1) Rhodoplanes(1) 
OTU4332	Actinobacteria(2)	Actinobacteria(2)	Micrococcales(2)	Microbacteriaceae(2)	Frigoribacterium(2)
OTU4333	Fibrobacteres(2)	Fibrobacteria(2)	Fibrobacterales(2)	Fibrobacteraceae(2)	Fibrobacter(2)
OTU4334	Unknown(2)	Unknown(2)	Unknown(2)	Unknown(2)	Unknown(2)
OTU4335	Proteobacteria(1) Actinobacteria(1) 	Actinobacteria(1) Gammaproteobacteria(1) 	Chromatiales(1) Pseudonocardiales(1) 	Chromatiaceae(1) Pseudonocardiaceae(1) 	Saccharothrix(1) Nitrosococcus(1) 
OTU4336	Actinobacteria(2)	Thermoleophilia(2)	Gaiellales(2)	Gaiellaceae(2)	Gaiella(2)
OTU4337	Unknown(2)	Unknown(2)	Unknown(2)	Unknown(2)	Unknown(2)
OTU4338	Proteobacteria(2)	Betaproteobacteria(2)	Rhodocyclales(2)	Rhodocyclaceae(2)	Azospira(2)
OTU4339	Firmicutes(2)	Clostridia(2)	Clostridiales(2)	Clostridiaceae(2)	Clostridium(2)
OTU4340	Planctomycetes(1) Firmicutes(1) 	Planctomycetacia(1) Clostridia(1) 	Thermoanaerobacterales(1) Planctomycetales(1) 	Thermodesulfobiaceae(1) Planctomycetaceae(1) 	Coprothermobacter(1) Unknown(1) 
OTU4341	Bacteroidetes(2)	Sphingobacteriia(2)	Sphingobacteriales(2)	Chitinophagaceae(2)	Ferruginibacter(2)
OTU4342	Bacteroidetes(2)	Sphingobacteriia(2)	Sphingobacteriales(2)	Chitinophagaceae(2)	Chitinophaga(1) Sediminibacterium(1) 
OTU4343	Actinobacteria(2)	Thermoleophilia(2)	Gaiellales(2)	Gaiellaceae(2)	Gaiella(2)
OTU4344	Proteobacteria(2)	Deltaproteobacteria(2)	Myxococcales(2)	Sandaracinaceae(2)	Sandaracinus(2)
OTU4345	Proteobacteria(2)	Deltaproteobacteria(2)	Bdellovibrionales(2)	Bacteriovoracaceae(2)	Peredibacter(2)
OTU4346	Actinobacteria(2)	Acidimicrobiia(2)	Acidimicrobiales(2)	Iamiaceae(2)	Iamia(2)
OTU4347	Firmicutes(2)	Clostridia(2)	Clostridiales(2)	Veillonellaceae(2)	Pelosinus(2)
OTU4348	Proteobacteria(2)	Deltaproteobacteria(2)	Myxococcales(2)	Haliangiaceae(2)	Haliangium(2)
OTU4349	Proteobacteria(2)	Gammaproteobacteria(2)	Legionellales(2)	Coxiellaceae(2)	Coxiella(1) Unknown(1) 
OTU4350	Actinobacteria(2)	Thermoleophilia(2)	Gaiellales(2)	Gaiellaceae(2)	Gaiella(2)
OTU4351	Acidobacteria(2)	Unknown(2)	Unknown(2)	Unknown(2)	Unknown(2)
OTU4352	Proteobacteria(2)	Gammaproteobacteria(2)	Oceanospirillales(2)	Halomonadaceae(2)	Halomonas(2)
OTU4353	Proteobacteria(2)	Alphaproteobacteria(2)	Caulobacterales(2)	Caulobacteraceae(2)	Phenylobacterium(1) Caulobacter(1) 
OTU4354	Proteobacteria(2)	Betaproteobacteria(2)	Rhodocyclales(2)	Rhodocyclaceae(2)	Azoarcus(2)
OTU4355	Firmicutes(2)	Bacilli(2)	Bacillales(2)	Bacillaceae(1) Planococcaceae(1) 	Bacillus(1) Lysinibacillus(1) 
OTU4356	Proteobacteria(2)	Alphaproteobacteria(2)	Rickettsiales(2)	Rickettsiaceae(2)	Rickettsia(2)
OTU4357	Proteobacteria(2)	Gammaproteobacteria(2)	Pseudomonadales(2)	Moraxellaceae(2)	Enhydrobacter(2)
OTU4358	Actinobacteria(2)	Actinobacteria(2)	Micrococcales(2)	Promicromonosporaceae(2)	Promicromonospora(2)
OTU4359	Bacteroidetes(2)	Sphingobacteriia(2)	Sphingobacteriales(2)	Chitinophagaceae(2)	Terrimonas(2)
OTU4360	Firmicutes(2)	Clostridia(2)	Thermoanaerobacterales(1) Clostridiales(1) 	Thermoanaerobacteraceae(1) Peptococcaceae(1) 	Cryptanaerobacter(1) Moorella(1) 
OTU4361	Proteobacteria(2)	Alphaproteobacteria(2)	Caulobacterales(2)	Caulobacteraceae(2)	Phenylobacterium(2)
OTU4362	Proteobacteria(1) Unknown(1) 	Gammaproteobacteria(1) Unknown(1) 	Unknown(1) Xanthomonadales(1) 	Unknown(1) Xanthomonadaceae(1) 	Unknown(1) Pseudofulvimonas(1) 
OTU4363	Proteobacteria(2)	Gammaproteobacteria(2)	Pseudomonadales(2)	Moraxellaceae(2)	Alkanindiges(2)
OTU4364	Bacteroidetes(2)	Sphingobacteriia(2)	Sphingobacteriales(2)	Chitinophagaceae(2)	Ferruginibacter(1) Segetibacter(1) 
OTU4365	Firmicutes(2)	Bacilli(2)	Bacillales(2)	Paenibacillaceae(2)	Paenibacillus(2)
OTU4366	Proteobacteria(2)	Betaproteobacteria(2)	Burkholderiales(2)	Burkholderiaceae(2)	Ralstonia(2)
OTU4367	Planctomycetes(2)	Planctomycetacia(2)	Planctomycetales(2)	Planctomycetaceae(2)	Pirellula(2)
OTU4368	Proteobacteria(2)	Betaproteobacteria(2)	Burkholderiales(2)	Comamonadaceae(2)	Hydrogenophaga(2)
OTU4369	Planctomycetes(2)	Planctomycetacia(2)	Planctomycetales(2)	Planctomycetaceae(2)	Unknown(1) Rhodopirellula(1) 
OTU4370	Chloroflexi(2)	Caldilineae(2)	Caldilineales(2)	Caldilineaceae(2)	Caldilinea(2)
OTU4371	Bacteroidetes(2)	Cytophagia(2)	Cytophagales(2)	Cytophagaceae(2)	Cytophaga(2)
OTU4372	Planctomycetes(2)	Planctomycetia(2)	Candidatus_Brocadiales(2)	Candidatus_Brocadiaceae(2)	Candidatus_Scalindua(2)
OTU4373	Proteobacteria(2)	Betaproteobacteria(2)	Rhodocyclales(2)	Rhodocyclaceae(2)	Azospira(2)
OTU4374	Chloroflexi(2)	Anaerolineae(2)	Anaerolineales(2)	Anaerolineaceae(2)	Longilinea(2)
OTU4375	Bacteroidetes(2)	Sphingobacteriia(2)	Sphingobacteriales(2)	Sphingobacteriaceae(2)	Solitalea(2)
OTU4376	Proteobacteria(2)	Alphaproteobacteria(2)	Rickettsiales(2)	Rickettsiaceae(2)	Rickettsia(2)
OTU4377	Actinobacteria(2)	Actinobacteria(2)	Corynebacteriales(2)	Nocardiaceae(2)	Smaragdicoccus(2)
OTU4378	Proteobacteria(2)	Gammaproteobacteria(2)	Enterobacteriales(2)	Enterobacteriaceae(2)	Enterobacter(2)
OTU4379	Bacteroidetes(2)	Sphingobacteriia(2)	Sphingobacteriales(2)	Chitinophagaceae(2)	Flavisolibacter(2)
OTU4380	Planctomycetes(2)	Planctomycetia(1) Planctomycetacia(1) 	Planctomycetales(2)	Planctomycetaceae(2)	Gemmata(1) Unknown(1) 
OTU4381	Proteobacteria(2)	Deltaproteobacteria(2)	Desulfuromonadales(2)	Desulfuromonadaceae(2)	Desulfuromonas(2)
OTU4382	Proteobacteria(2)	Gammaproteobacteria(2)	Legionellales(2)	Coxiellaceae(2)	Aquicella(2)
OTU4383	Proteobacteria(2)	Alphaproteobacteria(2)	Caulobacterales(1) Sphingomonadales(1) 	Sphingomonadaceae(1) Caulobacteraceae(1) 	Brevundimonas(1) Sphingomonas(1) 
OTU4384	Actinobacteria(2)	Acidimicrobiia(2)	Acidimicrobiales(2)	Iamiaceae(2)	Iamia(2)
OTU4385	Proteobacteria(1) Actinobacteria(1) 	Betaproteobacteria(1) Unknown(1) 	Actinomycetales(1) Burkholderiales(1) 	Oxalobacteraceae(1) Nocardiaceae(1) 	Massilia(1) Rhodococcus(1) 
OTU4386	Proteobacteria(2)	Betaproteobacteria(2)	Burkholderiales(2)	Comamonadaceae(2)	Variovorax(2)
OTU4387	Firmicutes(2)	Bacilli(2)	Bacillales(2)	Bacillaceae(2)	Bacillus(2)
OTU4388	Proteobacteria(2)	Deltaproteobacteria(2)	Syntrophobacterales(2)	Syntrophaceae(2)	Smithella(2)
OTU4389	Bacteroidetes(2)	Sphingobacteriia(2)	Sphingobacteriales(2)	Chitinophagaceae(2)	Segetibacter(2)
OTU4390	Bacteroidetes(2)	Bacteroidia(1) Cytophagia(1) 	Cytophagales(1) Bacteroidales(1) 	Porphyromonadaceae(1) Cytophagaceae(1) 	Flexibacter(1) Paludibacter(1) 
OTU4391	Nitrospirae(2)	Nitrospira(2)	Nitrospirales(2)	Nitrospiraceae(2)	Nitrospira(2)
OTU4392	Armatimonadetes(2)	Chthonomonadetes(2)	Chthonomonadales(2)	Chthonomonadaceae(2)	Chthonomonas(2)
OTU4393	Proteobacteria(2)	Gammaproteobacteria(2)	Pseudomonadales(2)	Moraxellaceae(2)	Enhydrobacter(2)
OTU4394	Proteobacteria(2)	Gammaproteobacteria(2)	Thiotrichales(2)	Thiotrichaceae(2)	Beggiatoa(2)
OTU4395	Proteobacteria(2)	Gammaproteobacteria(2)	Xanthomonadales(2)	Sinobacteraceae(2)	Steroidobacter(2)
OTU4396	Proteobacteria(2)	Betaproteobacteria(2)	Burkholderiales(2)	Comamonadaceae(2)	Unknown(1) Pseudorhodoferax(1) 
OTU4397	Proteobacteria(2)	Alphaproteobacteria(2)	Rhizobiales(2)	Hyphomicrobiaceae(2)	Devosia(1) Rhodoplanes(1) 
OTU4398	Bacteroidetes(2)	Cytophagia(2)	Cytophagales(2)	Cytophagaceae(2)	Flexibacter(2)
OTU4399	Proteobacteria(2)	Gammaproteobacteria(2)	Enterobacteriales(2)	Enterobacteriaceae(2)	Enterobacter(2)
OTU4400	Armatimonadetes(1) Actinobacteria(1) 	Armatimonadia(1) Thermoleophilia(1) 	Gaiellales(1) Armatimonadales(1) 	Armatimonadaceae(1) Gaiellaceae(1) 	Gaiella(1) Armatimonas(1) 
OTU4401	Actinobacteria(2)	Thermoleophilia(2)	Solirubrobacterales(2)	Conexibacteraceae(1) Solirubrobacteraceae(1) 	Conexibacter(1) Solirubrobacter(1) 
OTU4402	Planctomycetes(2)	Planctomycetacia(2)	Planctomycetales(2)	Planctomycetaceae(2)	Isosphaera(2)
OTU4403	Proteobacteria(2)	Alphaproteobacteria(2)	Rhizobiales(1) Sphingomonadales(1) 	Sphingomonadaceae(1) Beijerinckiaceae(1) 	Unknown(1) Sphingopyxis(1) 
OTU4404	Proteobacteria(2)	Betaproteobacteria(2)	Burkholderiales(2)	Comamonadaceae(2)	Limnohabitans(2)
OTU4405	Actinobacteria(2)	Actinobacteria(2)	Propionibacteriales(2)	Nocardioidaceae(2)	Marmoricola(2)
OTU4406	Proteobacteria(2)	Gammaproteobacteria(2)	Thiotrichales(2)	Thiotrichaceae(2)	Beggiatoa(2)
OTU4407	Bacteroidetes(2)	Sphingobacteriia(2)	Sphingobacteriales(2)	Sphingobacteriaceae(2)	Sphingobacterium(2)
OTU4408	Planctomycetes(2)	Planctomycetacia(2)	Planctomycetales(2)	Planctomycetaceae(2)	Unknown(2)
OTU4409	Bacteroidetes(2)	Sphingobacteriia(2)	Sphingobacteriales(2)	Sphingobacteriaceae(2)	Solitalea(2)
OTU4410	Proteobacteria(2)	Alphaproteobacteria(2)	Sphingomonadales(2)	Sphingomonadaceae(2)	Sphingopyxis(2)
OTU4411	Thaumarchaeota(2)	Unknown(2)	Unknown(2)	Unknown(2)	Unknown(2)
