DEFINED OTU	PHYLUM	CLASS	ORDER	FAMILY	GENUS
OTU141	Unknown(133)	Unknown(133)	Unknown(133)	Unknown(133)	Unknown(133)
OTU142	Environmental(87) Basidiomycota(1) Unknown(44) 	Environmental(87) Unknown(44) Agaricomycetes(1) 	Environmental(87) Auriculariales(1) Unknown(44) 	Unclassified(1) Unknown(44) Environmental(87) 	Environmental(87) Unknown(44) Unclassified(1) 
OTU143	Environmental(131) Basidiomycota(1) 	Agaricomycetes(1) Environmental(131) 	Polyporales(1) Environmental(131) 	Unclassified(1) Environmental(131) 	Environmental(131) Unclassified(1) 
OTU144	Environmental(2) Basidiomycota(1) Blastocladiomycota(127) Unclassified(1) 	Unclassified(1) Agaricomycetes(1) Environmental(2) Blastocladiomycetes(127) 	Environmental(2) Blastocladiales(127) Endogonales(1) Polyporales(1) 	Environmental(2) Physodermataceae(128) Endogonaceae(1) 	Environmental(2) Urophlyctis(128) Endogone(1) 
OTU145	Environmental(48) Basidiomycota(1) Chytridiomycota(1) Unknown(3) Glomeromycota(78) 	Environmental(47) Unknown(3) Unclassified(3) Glomeromycetes(77) Agaricomycetes(1) 	Glomerales(122) Unclassified(3) Unknown(3) Environmental(3) 	Environmental(44) Glomeraceae(34) Unknown(3) Unclassified(50) 	Unclassified(131)
OTU146	Unknown(131)	Unknown(131)	Unknown(131)	Unknown(131)	Unknown(131)
OTU147	Glomeromycota(8) Basidiomycota(4) Unknown(1) Environmental(36) Ascomycota(80) 	Sordariomycetes(19) Unknown(1) Glomeromycetes(8) Saccharomycetes(10) Pezizomycetes(49) Agaricomycetes(3) Tremellomycetes(1) Environmental(38) 	Tremellales(1) Pezizales(49) Environmental(38) Glomerales(8) Unknown(1) Saccharomycetales(11) Hypocreales(6) Auriculariales(2) Magnaporthales(13) 	Pezizaceae(49) Glomeraceae(8) Unknown(3) Saccharomycetaceae(6) Tremellaceae(1) Hyaloriaceae(2) Unclassified(6) Magnaporthaceae(13) Environmental(38) Cordycipitaceae(3) 	Torulaspora(1) Peziza(49) Candida(1) Unknown(3) Environmental(42) Eremothecium(4) Geosmithia(2) Tremella(1) Magnaporthe(1) Unclassified(11) Beauveria(13) Pseudohydnum(1) 
OTU148	Environmental(1) Basidiomycota(1) Chytridiomycota(97) Blastocladiomycota(30) 	Unclassified(59) Monoblepharidomycetes(38) Agaricomycetes(1) Environmental(1) Blastocladiomycetes(30) 	Blastocladiales(31) Monoblepharidales(38) Unclassified(59) Environmental(1) 	Unclassified(61) Unknown(3) Monoblepharidaceae(27) Environmental(1) Physodermataceae(37) 	Monoblepharis(41) Endogone(1) Unclassified(61) Unknown(2) Urophlyctis(20) Environmental(4) 
OTU149	Ascomycota(112) Basidiomycota(14) 	Pezizomycetes(4) Dothideomycetes(27) Leotiomycetes(1) Unclassified(23) Agaricomycetes(2) Unknown(2) Sordariomycetes(67) 	Unknown(6) Capnodiales(1) Pleosporales(24) Auriculariales(2) Helotiales(1) Xylariales(1) Hypocreales(58) Sporidiobolales(1) Glomerellales(1) Pezizales(4) Coniochaetales(5) Unclassified(15) Dothideales(2) Platygloeales(5) 	Unknown(4) Dothioraceae(2) Apiosporaceae(3) Hypocreaceae(52) Dissoconiaceae(1) Plectosphaerellaceae(1) Unclassified(53) Coniochaetaceae(5) Pyronemataceae(4) Cordycipitaceae(1) 	Hypocrea(52) Dissoconium(1) Environmental(8) Coniochaeta(5) Acremonium(2) Nectria(1) Myrothecium(1) Plectosphaerella(1) Unknown(6) Coniosporium(12) Rhodosporidium(1) Sporobolomyces(1) Marchandiomyces(1) Phoma(8) Otidea(2) Arthrinium(3) Beauveria(2) Auricularia(2) Unclassified(17) 
OTU150	Basidiomycota(100) Ascomycota(24) 	Agaricomycetes(100) Unclassified(1) Dothideomycetes(23) 	Auriculariales(7) Capnodiales(7) Pleosporales(13) Agaricales(82) Boletales(3) Corticiales(2) Unclassified(4) Polyporales(6) 	Pleurotaceae(2) Montagnulaceae(2) Didymellaceae(1) Lyophyllaceae(29) Unknown(12) Physalacriaceae(4) Mycosphaerellaceae(1) Unclassified(27) Sporormiaceae(1) Tricholomataceae(9) Teratosphaeriaceae(2) Strophariaceae(3) Pleosporaceae(1) Davidiellaceae(3) Lycoperdaceae(2) Leptosphaeriaceae(4) Phanerochaetaceae(3) Corticiaceae(2) Auriculariaceae(4) Entolomataceae(1) Tubeufiaceae(1) Environmental(4) Marasmiaceae(5) Ascobolaceae(1) 	Lycoperdon(1) Termitomyces(32) Omphalotus(1) Capnobotryella(1) Leptosphaeria(5) Pleospora(1) Environmental(6) Teratosphaeria(2) Ascobolus(1) Mycosphaerella(1) Cladosporium(3) Hyphodermella(3) Pleurotus(2) Flammulina(2) Unknown(14) Coniosporium(2) Antrodiella(2) Phoma(1) Asterophora(1) Trametes(1) Panus(3) Resinicium(3) Agrocybe(1) Marasmius(2) Lentinula(2) Passalora(1) Volvariella(1) Lophium(1) Clitocybe(1) Sistotrema(2) Acidomyces(1) Auricularia(5) Unclassified(17) Paraconiothyrium(2) 
OTU151	Blastocladiomycota(4) Chytridiomycota(7) Ascomycota(1) Environmental(112) 	Chytridiomycetes(1) Unclassified(6) Saccharomycetes(1) Blastocladiomycetes(4) Environmental(112) 	Environmental(112) Saccharomycetales(1) Blastocladiales(4) Unclassified(7) 	Unclassified(13) Environmental(111) 	Unclassified(12) Candida(1) Environmental(111) 
OTU152	Ascomycota(98) Environmental(2) Unknown(7) Basidiomycota(17) 	Leotiomycetes(52) Unknown(7) Eurotiomycetes(15) Sordariomycetes(14) Pezizomycetes(6) Tremellomycetes(6) Unclassified(2) Agaricomycetes(7) Agaricostilbomycetes(3) Environmental(2) Dothideomycetes(10) 	Capnodiales(4) Pleosporales(6) Filobasidiales(4) Eurotiales(2) Sordariales(2) Agaricales(2) Chaetothyriales(14) Corticiales(1) Environmental(2) Auriculariales(1) Helotiales(15) Hypocreales(10) Unknown(8) Boletales(1) Pezizales(6) Diaporthales(1) Gloeophyllales(2) Unclassified(41) Tremellales(2) 	Bulgariaceae(23) Myxotrichaceae(12) Environmental(3) Tuberaceae(6) Coniophoraceae(1) Gloeophyllaceae(3) Chaetomiaceae(3) Hyaloscyphaceae(6) Corticiaceae(1) Pleosporaceae(1) Davidiellaceae(2) Nectriaceae(2) Bionectriaceae(1) Leptosphaeriaceae(1) Unclassified(28) Ceratobasidiaceae(1) Teratosphaeriaceae(1) Herpotrichiellaceae(14) Hypocreaceae(3) Trichocomaceae(2) Unknown(8) Montagnulaceae(2) 	Fonsecaea(1) Tuber(6) Coniophora(1) Sistotrema(1) Cryptococcus(4) Collophora(2) Unclassified(13) Phaeosphaeria(1) Paraconiothyrium(2) Ceratobasidium(1) Trichosporon(2) Myrothecium(1) Unknown(10) Sagenomella(2) Cladosporium(2) Volvariella(1) Geomyces(12) Chaetomium(3) Exophiala(3) Teratosphaeria(1) Tetracladium(1) Bionectria(1) Gibberella(2) Environmental(7) Bulgaria(24) Dictyosporium(1) Hyaloscypha(12) Pesotum(1) Gloeophyllum(2) Hypocrea(3) Leptosphaeria(1) 
OTU153	Environmental(68) Glomeromycota(1) Unclassified(24) Chytridiomycota(13) Basidiomycota(12) Ascomycota(2) Blastocladiomycota(2) Unknown(1) 	Tremellomycetes(2) Unclassified(34) Agaricomycetes(10) Environmental(68) Blastocladiomycetes(2) Glomeromycetes(1) Unknown(1) Chytridiomycetes(3) Pezizomycetes(2) 	Glomerales(1) Blastocladiales(2) Cantharellales(3) Unknown(2) Filobasidiales(2) Auriculariales(1) Rhizophydiales(3) Mortierellales(19) Endogonales(2) Unclassified(10) Polyporales(3) Pezizales(2) Environmental(70) Mucorales(3) 	Unknown(2) Glomeraceae(1) Mucoraceae(1) Endogonaceae(2) Physodermataceae(1) Unclassified(18) Rhizophydiaceae(3) Environmental(70) Pilobolaceae(1) Cantharellaceae(3) Pyronemataceae(2) Mortierellaceae(19) 	Rhizophydium(3) Cantharellus(3) Cystofilobasidium(1) Environmental(71) Pilobolus(1) Umbelopsis(1) Cryptococcus(2) Unclassified(14) Trametes(2) Mortierella(18) Mucor(1) Antrodia(1) Urophlyctis(1) Unknown(2) Endogone(2) 
OTU154	Basidiomycota(78) Unclassified(1) Environmental(1) Ascomycota(43) 	Agaricomycetes(65) Unclassified(3) Tremellomycetes(11) Environmental(1) Dothideomycetes(31) Leotiomycetes(5) Sordariomycetes(5) Eurotiomycetes(1) Saccharomycetes(1) 	Auriculariales(19) Helotiales(1) Unknown(1) Boletales(21) Endogonales(1) Tremellales(5) Unclassified(10) Polyporales(5) Pezizales(1) Hymenochaetales(1) Microascales(1) Filobasidiales(5) Saccharomycetales(1) Pleosporales(26) Capnodiales(2) Cystofilobasidiales(1) Chaetothyriales(1) Agaricales(15) Corticiales(1) Environmental(1) Coniochaetales(4) 	Coniochaetaceae(4) Bulgariaceae(1) Myxotrichaceae(2) Environmental(1) Marasmiaceae(2) Botryosphaeriaceae(1) Boletaceae(18) Leptosphaeriaceae(9) Lycoperdaceae(1) Hyaloriaceae(2) Endogonaceae(1) Corticiaceae(1) Unclassified(45) Botryobasidiaceae(1) Teratosphaeriaceae(2) Herpotrichiellaceae(1) Tricholomataceae(3) Agaricaceae(2) Lipomycetaceae(1) Helotiaceae(1) Microascaceae(1) Montagnulaceae(11) Unknown(4) Tremellaceae(3) Shiraiaceae(1) Pluteaceae(4) 	Geomyces(2) Hyphodermella(2) Volvariella(6) Unknown(9) Boletus(18) Coriolopsis(1) Lepidostroma(2) Shiraia(1) Cyttaria(1) Botryobasidium(1) Cryptococcus(5) Paraconiothyrium(11) Unclassified(25) Sistotrema(1) Derxomyces(2) Neoscytalidium(1) Cladophialophora(1) Leptosphaeria(9) Antrodia(2) Lipomyces(1) Endogone(1) Resinicium(3) Dothidea(2) Lentinula(1) Bulgaria(1) Hymenoscyphus(1) Environmental(5) Pseudallescheria(1) Udeniomyces(1) Coniochaeta(4) Teratosphaeria(2) 
OTU155	Unknown(119)	Unknown(119)	Unknown(119)	Unknown(119)	Unknown(119)
OTU156	Unknown(118)	Unknown(118)	Unknown(118)	Unknown(118)	Unknown(118)
OTU157	Unclassified(1) Basidiomycota(104) Ascomycota(1) Environmental(6) 	Unclassified(2) Tremellomycetes(4) Agaricomycetes(100) Environmental(5) Dothideomycetes(1) 	Endogonales(2) Unclassified(1) Tremellales(4) Cantharellales(1) Environmental(8) Auriculariales(96) 	Hydnaceae(1) Unclassified(103) Endogonaceae(1) Environmental(7) 	Endogone(2) Paraliomyces(1) Tremella(2) Unclassified(99) Hydnum(1) Kockovaella(1) Environmental(6) 
OTU158	Environmental(1) Ascomycota(1) Basidiomycota(110) 	Tremellomycetes(5) Agaricomycetes(94) Saccharomycetes(1) Environmental(12) 	Saccharomycetales(1) Environmental(30) Auriculariales(72) Unclassified(2) Tremellales(7) 	Unclassified(109) Tremellaceae(1) Saccharomycetaceae(1) Environmental(1) 	Eremothecium(1) Environmental(11) Cryptococcus(3) Unclassified(96) Tremella(1) 
OTU159	Basidiomycota(111)	Exobasidiomycetes(32) Unclassified(79) 	Unclassified(79) Malasseziales(32) 	Unclassified(79) Malasseziaceae(32) 	Malassezia(32) Unclassified(79) 
OTU160	Ascomycota(87) Environmental(8) Unclassified(13) Chytridiomycota(2) Basidiomycota(1) 	Unclassified(15) Tremellomycetes(1) Sordariomycetes(67) Pezizomycetes(16) Environmental(11) Saccharomycetes(1) 	Filobasidiales(1) Xylariales(6) Saccharomycetales(1) Hypocreales(11) Mortierellales(3) Endogonales(3) Unclassified(2) Glomerellales(49) Pezizales(24) Environmental(11) 	Cordycipitaceae(2) Mortierellaceae(3) Environmental(12) Amphisphaeriaceae(6) Plectosphaerellaceae(49) Unclassified(6) Endogonaceae(3) Ophiocordycipitaceae(1) Sarcosomataceae(23) Saccharomycetaceae(1) Nectriaceae(5) 	Unclassified(29) Cryptococcus(1) Cordyceps(2) Geosmithia(1) Myrothecium(2) Plectosphaerella(24) Fusarium(3) Acremonium(1) Mortierella(3) Candida(1) Sarocladium(1) Pestalotiopsis(6) Verticillium(22) Environmental(11) Endogone(3) Elaphocordyceps(1) 
OTU161	Basidiomycota(110) Environmental(1) 	Unknown(1) Agaricomycetes(110) 	Unknown(1) Auriculariales(110) 	Unknown(1) Unclassified(110) 	Unknown(1) Unclassified(110) 
OTU162	Ascomycota(94) Unclassified(15) 	Unclassified(15) Saccharomycetes(94) 	Saccharomycetales(94) Endogonales(15) 	Saccharomycetaceae(94) Endogonaceae(15) 	Saccharomyces(94) Endogone(15) 
OTU163	Chytridiomycota(109)	Chytridiomycetes(2) Unclassified(107) 	Unclassified(108) Lobulomycetales(1) 	Unknown(3) Unclassified(106) 	Unclassified(106) Unknown(3) 
OTU164	Chytridiomycota(50) Blastocladiomycota(56) Ascomycota(1) 	Monoblepharidomycetes(6) Unclassified(44) Sordariomycetes(1) Blastocladiomycetes(56) 	Hypocreales(1) Blastocladiales(56) Monoblepharidales(6) Unclassified(44) 	Physodermataceae(55) Unclassified(47) Nectriaceae(1) Unknown(1) Monoblepharidaceae(3) 	Unclassified(69) Monoblepharis(1) Fusarium(1) Environmental(1) Urophlyctis(34) Monoblepharella(1) 
OTU165	Unclassified(1) Chytridiomycota(4) Ascomycota(86) Environmental(15) 	Unclassified(12) Monoblepharidomycetes(4) Pezizomycetes(74) Environmental(15) Dothideomycetes(1) 	Monoblepharidales(4) Unclassified(11) Endogonales(1) Unknown(1) Pezizales(74) Environmental(15) 	Mycosphaerellaceae(1) Environmental(15) Pyronemataceae(74) Endogonaceae(1) Unclassified(11) Harpochytriaceae(3) Monoblepharidaceae(1) 	Inermisia(3) Sowerbyella(61) Monoblepharis(1) Unclassified(11) Microcyclosporella(1) Environmental(20) Trichophaea(5) Endogone(1) Harpochytrium(3) 
OTU166	Ascomycota(106)	Dothideomycetes(100) Pezizomycetes(3) Unknown(1) Unclassified(2) 	Pezizales(3) Unknown(1) Unclassified(7) Capnodiales(94) Dothideales(1) 	Teratosphaeriaceae(8) Unclassified(30) Pyronemataceae(1) Dothideaceae(1) Morchellaceae(2) Unknown(4) Lichinaceae(2) Mycosphaerellaceae(58) 	Dothidea(2) Mycosphaerella(8) Capnobotryella(1) Unknown(4) Unclassified(81) Coniosporium(7) Passalora(3) 
OTU167	Unclassified(62) Blastocladiomycota(2) Glomeromycota(1) Chytridiomycota(10) Environmental(30) 	Blastocladiomycetes(2) Environmental(30) Chytridiomycetes(6) Monoblepharidomycetes(2) Glomeromycetes(1) Unclassified(64) 	Unclassified(8) Endogonales(7) Environmental(34) Mucorales(1) Monoblepharidales(2) Blastocladiales(2) Diversisporales(1) Mortierellales(50) 	Mortierellaceae(50) Environmental(34) Diversisporaceae(1) Monoblepharidaceae(2) Unclassified(8) Endogonaceae(7) Physodermataceae(2) Radiomycetaceae(1) 	Environmental(35) Hesseltinella(1) Monoblepharis(1) Unclassified(9) Mortierella(50) Urophlyctis(1) Endogone(7) Diversispora(1) 
OTU168	Ascomycota(1) Unclassified(75) Chytridiomycota(1) Basidiomycota(28) 	Sordariomycetes(1) Dacrymycetes(22) Agaricomycetes(5) Unclassified(77) 	Hypocreales(1) Zoopagales(76) Mortierellales(1) Agaricales(1) Dacrymycetales(22) Cantharellales(2) Boletales(1) Environmental(1) 	Dacrymycetaceae(22) Marasmiaceae(1) Environmental(73) Mortierellaceae(1) Unclassified(4) Suillaceae(1) Piptocephalidaceae(3) 	Unclassified(2) Suillus(1) Calocera(10) Environmental(90) Mortierella(1) Marasmius(1) 
OTU169	Chytridiomycota(104)	Unclassified(104)	Unclassified(104)	Unclassified(104)	Unclassified(104)
OTU170	Basidiomycota(1) Ascomycota(103) 	Pezizomycetes(4) Dothideomycetes(89) Leotiomycetes(3) Unclassified(1) Tremellomycetes(1) Sordariomycetes(6) 	Dothideales(5) Diaporthales(1) Unclassified(6) Glomerellales(1) Coniochaetales(1) Pezizales(5) Filobasidiales(1) Helotiales(2) Hypocreales(3) Pleosporales(56) Capnodiales(23) 	Mycosphaerellaceae(4) Montagnulaceae(2) Unknown(6) Helotiaceae(2) Dothioraceae(3) Pyronemataceae(2) Cordycipitaceae(1) Dothideaceae(3) Morchellaceae(2) Teratosphaeriaceae(5) Plectosphaerellaceae(1) Unclassified(32) Leptosphaeriaceae(27) Davidiellaceae(11) Myxotrichaceae(1) Tubeufiaceae(1) Coniochaetaceae(1) 	Coniochaeta(1) Teratosphaeria(6) Meliniomyces(1) Dothidea(3) Environmental(6) Hortaea(1) Alternaria(3) Zymoseptoria(1) Hypocrea(1) Leptosphaeria(38) Beauveria(1) Unclassified(5) Paraconiothyrium(4) Cryptococcus(1) Verpa(1) Phoma(2) Plectosphaerella(1) Unknown(7) Shiraia(6) Cladosporium(11) Geomyces(1) Anguillospora(1) Pyronema(2) 
OTU171	Environmental(1) Chytridiomycota(2) Basidiomycota(1) Unknown(100) 	Environmental(1) Unknown(100) Unclassified(3) 	Unknown(100) Unclassified(3) Environmental(1) 	Environmental(1) Unclassified(3) Unknown(100) 	Unknown(100) Unclassified(3) Environmental(1) 
OTU172	Chytridiomycota(16) Basidiomycota(14) Ascomycota(72) 	Tremellomycetes(8) Unclassified(14) Agaricomycetes(4) Lecanoromycetes(1) Dothideomycetes(14) Leotiomycetes(7) Unknown(1) Eurotiomycetes(9) Chytridiomycetes(4) Sordariomycetes(12) Pezizomycetes(8) Saccharomycetes(20) 	Pezizales(9) Glomerellales(1) Tremellales(1) Diaporthales(1) Unclassified(23) Rhizophydiales(4) Hypocreales(2) Helotiales(3) Peltigerales(1) Environmental(1) Coniochaetales(4) Onygenales(1) Pleosporales(8) Capnodiales(4) Saccharomycetales(20) Filobasidiales(7) Sordariales(4) Eurotiales(2) Chaetothyriales(5) Agaricales(1) 	Tremellaceae(1) Didymellaceae(3) Helotiaceae(3) Sordariaceae(1) Trichocomaceae(2) Glomerellaceae(1) Mycosphaerellaceae(2) Teratosphaeriaceae(2) Herpotrichiellaceae(3) Arthrodermataceae(1) Unclassified(48) Pyronemataceae(6) Valsaceae(1) Saccharomycetaceae(9) Nectriaceae(2) Leptosphaeriaceae(3) Chaetomiaceae(3) Rhizophydiaceae(4) Phaeosphaeriaceae(1) Coniochaetaceae(4) Trichomonascaceae(1) Myxotrichaceae(1) 	Hymenoscyphus(1) Gibberella(1) Environmental(3) Bulgaria(1) Meliniomyces(2) Teratosphaeria(2) Leptosphaeria(3) Scytalidium(2) Neurospora(1) Melastiza(1) Rhizophydium(3) Phoma(3) Cryptococcus(7) Candida(10) Geomyces(1) Coniosporium(1) Unknown(2) Spencermartinsiella(1) Coniochaeta(4) Cladophialophora(3) Dictyosporium(1) Septoria(1) Otidea(5) Penicillium(2) Arthroderma(1) Tremella(1) Phaeosphaeria(1) Unclassified(31) Chaetomium(3) Pyronema(1) Glomerella(1) Fusarium(1) Lepidostroma(1) 
OTU173	Glomeromycota(2) Chytridiomycota(2) Basidiomycota(61) Unknown(14) Environmental(21) Ascomycota(1) 	Unknown(14) Glomeromycetes(2) Monoblepharidomycetes(2) Agaricomycetes(61) Saccharomycetes(1) Environmental(21) 	Saccharomycetales(1) Auriculariales(61) Environmental(21) Monoblepharidales(2) Glomerales(2) Unknown(14) 	Environmental(21) Saccharomycetaceae(1) Unknown(14) Glomeraceae(2) Harpochytriaceae(2) Unclassified(61) 	Environmental(21) Harpochytrium(2) Eremothecium(1) Unclassified(63) Unknown(14) 
OTU174	Chytridiomycota(100)	Unclassified(98) Chytridiomycetes(2) 	Unclassified(99) Spizellomycetales(1) 	Unclassified(100)	Unclassified(100)
OTU175	Ascomycota(100)	Pezizomycetes(1) Sordariomycetes(99) 	Glomerellales(1) Pezizales(1) Coniochaetales(7) Microascales(84) Hypocreales(7) 	Nectriaceae(2) Unknown(4) Discinaceae(1) Microascaceae(83) Coniochaetaceae(7) Unclassified(2) Plectosphaerellaceae(1) 	Fusarium(2) Gyromitra(1) Plectosphaerella(1) Myrothecium(1) Coniochaeta(7) Pseudallescheria(83) Unknown(5) 
OTU176	Environmental(3) Ascomycota(32) Unclassified(60) Basidiomycota(5) 	Leotiomycetes(1) Unclassified(60) Agaricomycetes(5) Sordariomycetes(12) Pezizomycetes(10) Environmental(6) Dothideomycetes(6) 	Mucorales(60) Dothideales(1) Environmental(6) Coniochaetales(1) Pezizales(10) Polyporales(1) Diaporthales(2) Ophiostomatales(1) Capnodiales(3) Hypocreales(5) Auriculariales(1) Helotiales(1) Unknown(1) Sordariales(3) Agaricales(4) 	Unclassified(7) Discinaceae(1) Tricholomataceae(1) Pilobolaceae(21) Morchellaceae(8) Cryphonectriaceae(1) Dothideaceae(1) Sordariaceae(1) Unknown(1) Lyophyllaceae(2) Mycosphaerellaceae(4) Hypocreaceae(2) Coniochaetaceae(1) Environmental(7) Mucoraceae(39) Hyaloriaceae(1) Ophiostomataceae(1) Corticiaceae(1) 	Dothidea(1) Environmental(14) Pilaira(2) Pilobolus(19) Coniochaeta(1) Rhizopus(1) Trametes(1) Zymoseptoria(1) Termitomyces(2) Mucor(38) Zasmidium(1) Hypocrea(2) Verpa(5) Kionochaeta(1) Sordaria(1) Pseudohydnum(1) Unclassified(1) Ophiostoma(1) Nectria(1) Acremonium(2) Mycosphaerella(2) Myrothecium(2) 
OTU177	Chytridiomycota(5) Basidiomycota(2) Unclassified(11) Blastocladiomycota(1) Environmental(80) 	Blastocladiomycetes(1) Environmental(80) Unclassified(15) Tremellomycetes(2) Chytridiomycetes(1) 	Mortierellales(5) Blastocladiales(1) Environmental(81) Chytridiales(1) Mucorales(2) Endogonales(2) Unclassified(4) Tremellales(2) Pezizales(1) 	Sarcosomataceae(1) Environmental(81) Physodermataceae(1) Mortierellaceae(5) Endogonaceae(2) Unclassified(7) Radiomycetaceae(2) 	Unclassified(7) Hesseltinella(2) Endogone(2) Bullera(2) Environmental(81) Mortierella(5) 
OTU178	Unknown(97)	Unknown(97)	Unknown(97)	Unknown(97)	Unknown(97)
OTU179	Unknown(96)	Unknown(96)	Unknown(96)	Unknown(96)	Unknown(96)
OTU180	Unknown(2) Basidiomycota(89) Chytridiomycota(1) Ascomycota(1) Environmental(3) 	Agaricomycetes(89) Monoblepharidomycetes(1) Unknown(2) Environmental(3) Pezizomycetes(1) 	Auriculariales(9) Environmental(85) Pezizales(1) Monoblepharidales(1) 	Unclassified(90) Monoblepharidaceae(1) Unknown(2) Environmental(3) 	Unknown(2) Symbiotaphrina(1) Unclassified(89) Monoblepharis(1) Environmental(3) 
OTU181	Unclassified(74) Unknown(13) Ascomycota(9) 	Unknown(18) Schizosaccharomycetes(9) Unclassified(69) 	Schizosaccharomycetales(9) Kickxellales(18) Environmental(19) Unknown(18) Entomophthorales(32) 	Environmental(10) Ancylistaceae(32) Kickxellaceae(18) Schizosaccharomycetaceae(9) Unknown(27) 	Unknown(30) Conidiobolus(32) Schizosaccharomyces(9) Mycoemilia(3) Environmental(21) Linderina(1) 
OTU182	Basidiomycota(94)	Agaricomycetes(93) Unclassified(1) 	Unclassified(1) Agaricales(77) Unknown(1) Polyporales(4) Boletales(3) Auriculariales(7) Russulales(1) 	Hygrophoraceae(1) Marasmiaceae(20) Environmental(7) Coniophoraceae(3) Entolomataceae(2) Hyaloriaceae(1) Auriculariaceae(2) Corticiaceae(10) Lycoperdaceae(1) Strophariaceae(1) Polyporaceae(1) Tricholomataceae(12) Unclassified(14) Pluteaceae(2) Lyophyllaceae(11) Unknown(6) 	Antrodiella(1) Ganoderma(1) Tricholoma(3) Coniophora(3) Unclassified(8) Auricularia(2) Volvariella(2) Pluteus(1) Unknown(34) Glaciozyma(1) Pachylepyrium(1) Marasmius(16) Environmental(12) Hygrophorus(1) Pycnoporus(1) Termitomyces(5) Hygrocybe(2) 
OTU183	Cryptomycota(3) Basidiomycota(70) Environmental(21) 	Unclassified(3) Agaricomycetes(70) Environmental(21) 	Auriculariales(13) Environmental(77) Agaricales(1) Unclassified(3) 	Unclassified(93) Marasmiaceae(1) 	Environmental(21) Rozella(3) Moniliophthora(1) Unclassified(69) 
OTU184	Ascomycota(12) Basidiomycota(82) 	Agaricomycetes(82) Tremellomycetes(1) Leotiomycetes(9) Lecanoromycetes(2) 	Boletales(80) Tremellales(1) Gloeophyllales(1) Unclassified(10) Lecanorales(2) 	Suillaceae(5) Unknown(3) Unclassified(12) Serpulaceae(4) Coniophoraceae(1) Gloeophyllaceae(1) Lobariaceae(2) Tapinellaceae(66) 	Tapinella(1) Serpula(5) Hortaea(1) Unknown(68) Gloeophyllum(1) Coniophora(1) Cryptococcus(1) Suillus(6) Bulgaria(9) Marchandiomyces(1) 
OTU185	Ascomycota(3) Unclassified(2) Chytridiomycota(85) Basidiomycota(1) Unknown(2) 	Unclassified(79) Taphrinomycetes(2) Unknown(12) 	Unknown(11) Endogonales(2) Unclassified(78) Taphrinales(2) 	Endogonaceae(1) Unknown(2) Unclassified(89) Protomycetaceae(1) 	Unknown(1) Endogone(1) Unclassified(90) Protomyces(1) 
OTU186	Chytridiomycota(93)	Unclassified(92) Chytridiomycetes(1) 	Unclassified(93)	Unclassified(93)	Chytriomyces(1) Unclassified(92) 
OTU187	Environmental(55) Basidiomycota(20) Unknown(18) 	Environmental(55) Agaricomycetes(20) Unknown(18) 	Auriculariales(17) Environmental(70) Boletales(1) Unknown(5) 	Unclassified(20) Unknown(18) Environmental(55) 	Unknown(18) Unclassified(20) Environmental(55) 
OTU188	Unknown(6) Chytridiomycota(7) Basidiomycota(11) Ascomycota(66) Environmental(2) 	Pezizomycetes(50) Saccharomycetes(6) Monoblepharidomycetes(7) Leotiomycetes(2) Eurotiomycetes(8) Unknown(6) Environmental(2) Tremellomycetes(8) Agaricomycetes(3) 	Tremellales(8) Unclassified(1) Pezizales(50) Onygenales(8) Environmental(3) Monoblepharidales(7) Unknown(6) Saccharomycetales(6) Hymenochaetales(2) Helotiales(1) 	Sarcosomataceae(1) Debaryomycetaceae(1) Helotiaceae(1) Ascosphaeraceae(8) Unknown(6) Saccharomycetaceae(1) Tremellaceae(6) Bulgariaceae(1) Environmental(3) Hymenochaetaceae(2) Ascobolaceae(2) Pyronemataceae(48) Unclassified(5) Monoblepharidaceae(7) 	Candida(4) Phellinus(1) Pyronema(33) Unknown(10) Ascosphaera(8) Debaryomyces(1) Otidea(6) Unclassified(3) Tremella(6) Cryptococcus(2) Geopyxis(5) Monoblepharella(2) Dimorphospora(1) Environmental(3) Bulgaria(1) Scutellinia(1) Acervus(1) Monoblepharis(4) 
OTU189	Environmental(87) Ascomycota(4) Basidiomycota(1) 	Environmental(87) Pezizomycetes(1) Saccharomycetes(3) Agaricomycetes(1) 	Environmental(87) Saccharomycetales(3) Boletales(1) Pezizales(1) 	Saccharomycetaceae(3) Unclassified(1) Pezizaceae(1) Environmental(87) 	Lachancea(3) Peziza(1) Environmental(87) Unclassified(1) 
OTU190	Unknown(2) Ascomycota(87) Environmental(2) 	Saccharomycetes(87) Environmental(2) Unknown(2) 	Environmental(2) Saccharomycetales(87) Unknown(2) 	Unknown(2) Unclassified(87) Environmental(2) 	Unknown(2) Candida(87) Environmental(2) 
