DEFINED OTU	PHYLUM	CLASS	ORDER	FAMILY	GENUS
OTU631	Unknown(1) Rhodophyta(1) Cyanobacteria(2) 	Compsopogonophyceae(1) Xanthophyceae(1) Unknown(2) 	Oscillatoriales(2) Compsopogonales(1) Vaucheriales(1) 	Unknown(2) Compsopogonaceae(1) Vaucheriaceae(1) 	Leptolyngbya(1) Unknown(1) Compsopogon(1) Vaucheria(1) 
OTU632	Bryophyta(4)	Bryopsida(1) Tetraphidopsida(3) 	Unknown(1) Tetraphidales(3) 	Unknown(1) Tetraphidaceae(3) 	Tetraphis(3) Unknown(1) 
OTU633	Cyanobacteria(4)	Unknown(4)	Nostocales(4)	Nostocaceae(4)	Anabaena(1) Nostoc(1) Unknown(2) 
OTU634	Unknown(4)	Unknown(3) Chlorokybophyceae(1) 	Chlorokybales(1) Unknown(3) 	Chlorokybaceae(1) Unknown(3) 	Chlorokybus(1) Unknown(2) Parachlorella(1) 
OTU635	Chlorophyta(4)	Chlorophyceae(4)	Chlamydomonadales(4)	Chlorococcaceae(4)	Chlorococcum(4)
OTU636	Cyanobacteria(4)	Unknown(4)	Nostocales(4)	Nostocaceae(4)	Cylindrospermum(2) Nostoc(2) 
OTU637	Unknown(4)	Dinophyceae(3) Unknown(1) 	Unknown(1) Peridiniales(3) 	Unknown(1) Peridiniaceae(3) 	Kryptoperidinium(3) Unknown(1) 
OTU638	Bacillariophyta(3) Unknown(1) 	Bacillariophyceae(3) Unknown(1) 	Naviculales(1) Cymbellales(1) Unknown(1) Bacillariales(1) 	Unknown(1) Phaeodactylaceae(1) Bacillariaceae(1) Gomphonemataceae(1) 	Unknown(1) Didymosphenia(1) Phaeodactylum(1) Cylindrotheca(1) 
OTU639	Unknown(4)	Unknown(4)	Unknown(4)	Unknown(4)	Unknown(4)
OTU640	Unknown(4)	Phaeophyceae(3) Unknown(1) 	Ectocarpales(3) Unknown(1) 	Ectocarpaceae(2) Unknown(2) 	Unknown(1) Sargassum(1) Ectocarpus(2) 
OTU641	Bacillariophyta(4)	Bacillariophyceae(4)	Eunotiales(1) Cymbellales(2) Naviculales(1) 	Gomphonemataceae(2) Eunotiaceae(1) Naviculaceae(1) 	Eunotia(1) Didymosphenia(2) Fistulifera(1) 
OTU642	Cyanobacteria(4)	Unknown(4)	Oscillatoriales(1) Unknown(3) 	Unknown(4)	Oscillatoria(1) Unknown(3) 
OTU643	Bacillariophyta(1) Unknown(3) 	Bacillariophyceae(1) Dinophyceae(3) 	Bacillariales(1) Peridiniales(3) 	Bacillariaceae(1) Peridiniaceae(3) 	Unknown(1) Kryptoperidinium(3) 
OTU644	Chlorophyta(4)	Chlorophyceae(4)	Chlamydomonadales(4)	Chlamydomonadaceae(4)	Dangeardinia(1) Chlamydomonas(3) 
OTU645	Unknown(3) Chlorophyta(1) 	Unknown(3) Trebouxiophyceae(1) 	Unknown(3) Chlorellales(1) 	Unknown(3) Chlorellaceae(1) 	Bracteacoccus(3) Chlorella(1) 
OTU646	Bacillariophyta(4)	Bacillariophyceae(4)	Eunotiales(3) Naviculales(1) 	Phaeodactylaceae(1) Eunotiaceae(3) 	Eunotia(3) Phaeodactylum(1) 
OTU647	Bacillariophyta(4)	Coscinodiscophyceae(1) Bacillariophyceae(3) 	Thalassiosirales(1) Naviculales(3) 	Phaeodactylaceae(3) Stephanodiscaceae(1) 	Cyclotella(1) Phaeodactylum(3) 
OTU648	Euglenozoa(4)	Unknown(4)	Euglenales(4)	Euglenaceae(4)	Euglena(4)
OTU649	Marchantiophyta(1) Bryophyta(1) Anthocerotophyta(2) 	Leiosporocerotopsida(1) Marchantiopsida(1) Anthocerotopsida(1) Polytrichopsida(1) 	Marchantiales(1) Polytrichales(1) Leiosporocerotales(1) Anthocerotales(1) 	Polytrichaceae(1) Leiosporocerotaceae(1) Dumortieraceae(1) Anthocerotaceae(1) 	Dumortiera(1) Anthoceros(1) Leiosporoceros(1) Polytrichum(1) 
OTU650	Chlorophyta(1) Unknown(3) 	Trebouxiophyceae(1) Unknown(3) 	Unknown(4)	Unknown(3) Botryococcaceae(1) 	Unknown(3) Botryococcus(1) 
OTU651	Cyanobacteria(4)	Unknown(4)	Oscillatoriales(4)	Unknown(4)	Microcoleus(4)
OTU652	Chlorophyta(4)	Chlorophyceae(4)	Chlamydomonadales(4)	Chlamydomonadaceae(1) Chlorococcaceae(3) 	Chloromonas(1) Chlorococcum(3) 
OTU653	Chlorophyta(1) Unknown(3) 	Chlorophyceae(1) Unknown(3) 	Unknown(4)	Unknown(4)	Floydiella(3) Carteria(1) 
OTU654	Chlorophyta(4)	Ulvophyceae(4)	Ulvales(4)	Unknown(4)	Pseudendoclonium(4)
OTU655	Unknown(3) Chlorophyta(1) 	Chlorophyceae(1) Unknown(3) 	Chlamydomonadales(1) Unknown(3) 	Chlamydomonadaceae(1) Unknown(3) 	Characiochloris(3) Chlamydomonas(1) 
OTU656	Cyanobacteria(4)	Unknown(4)	Oscillatoriales(4)	Unknown(4)	Pseudanabaena(4)
OTU657	Chlorophyta(4)	Trebouxiophyceae(4)	Chlorellales(4)	Chlorellaceae(4)	Chlorella(4)
OTU658	Unknown(4)	Phaeophyceae(4)	Laminariales(4)	Laminariaceae(4)	Saccharina(4)
OTU659	Unknown(4)	Unknown(4)	Unknown(4)	Unknown(4)	Unknown(4)
OTU660	Chlorophyta(4)	Trebouxiophyceae(4)	Microthamniales(4)	Unknown(4)	Stichococcus(4)
OTU661	Chlorophyta(4)	Chlorophyceae(3) Ulvophyceae(1) 	Chlorocystidales(1) Sphaeropleales(3) 	Scenedesmaceae(3) Unknown(1) 	Acutodesmus(3) Desmochloris(1) 
OTU662	Unknown(4)	Phaeophyceae(2) Unknown(2) 	Unknown(2) Ectocarpales(2) 	Ectocarpaceae(2) Unknown(2) 	Sargassum(2) Ectocarpus(2) 
OTU663	Unknown(1) Chlorophyta(3) 	Unknown(1) Chlorophyceae(3) 	Chlamydomonadales(3) Unknown(1) 	Chlamydomonadaceae(3) Unknown(1) 	Chloromonas(3) Unknown(1) 
OTU664	Cyanobacteria(4)	Unknown(4)	Oscillatoriales(4)	Unknown(4)	Unknown(3) Geitlerinema(1) 
OTU665	Cyanobacteria(4)	Unknown(4)	Oscillatoriales(4)	Unknown(4)	Nodosilinea(1) Plectonema(3) 
OTU666	Chlorophyta(4)	Trebouxiophyceae(4)	Unknown(2) Chlorellales(2) 	Chlorellaceae(2) Unknown(2) 	Picochlorum(2) Chlorella(2) 
OTU667	Chlorophyta(4)	Chlorophyceae(4)	Chlamydomonadales(4)	Unknown(2) Chlorococcaceae(2) 	Chlorococcum(2) Unknown(2) 
OTU668	Unknown(4)	Phaeophyceae(1) Xanthophyceae(3) 	Laminariales(1) Vaucheriales(3) 	Unknown(1) Vaucheriaceae(3) 	Vaucheria(3) Unknown(1) 
OTU669	Cyanobacteria(4)	Unknown(4)	Oscillatoriales(2) Nostocales(2) 	Unknown(2) Nostocaceae(2) 	Coleofasciculus(2) Cylindrospermum(2) 
OTU670	Unknown(4)	Unknown(4)	Unknown(4)	Unknown(4)	Unknown(4)
OTU671	Unknown(1) Bacillariophyta(3) 	Unknown(1) Bacillariophyceae(3) 	Naviculales(1) Cymbellales(2) Unknown(1) 	Naviculaceae(1) Unknown(1) Gomphonemataceae(2) 	Didymosphenia(2) Fistulifera(1) Unknown(1) 
OTU672	Cyanobacteria(4)	Unknown(4)	Nostocales(4)	Nostocaceae(4)	Anabaena(4)
OTU673	Cyanobacteria(4)	Unknown(4)	Oscillatoriales(4)	Unknown(4)	Oscillatoria(4)
OTU674	Unknown(2) Bacillariophyta(2) 	Bacillariophyceae(2) Unknown(2) 	Unknown(2) Naviculales(2) 	Unknown(2) Phaeodactylaceae(2) 	Phaeodactylum(2) Unknown(2) 
OTU675	Unknown(2) Cyanobacteria(2) 	Unknown(4)	Prochlorales(2) Unknown(2) 	Prochlorococcaceae(2) Unknown(2) 	Unknown(2) Prochlorococcus(2) 
OTU676	Unknown(4)	Unknown(4)	Unknown(4)	Unknown(4)	Unknown(4)
OTU677	Chlorophyta(4)	Chlorophyceae(4)	Unknown(1) Chlamydomonadales(3) 	Unknown(4)	Ettlia(3) Carteria(1) 
OTU678	Bryophyta(4)	Bryopsida(2) Tetraphidopsida(2) 	Pottiales(1) Tetraphidales(2) Bryales(1) 	Pottiaceae(1) Mniaceae(1) Tetraphidaceae(2) 	Syntrichia(1) Tetraphis(2) Mnium(1) 
OTU679	Unknown(4)	Unknown(4)	Unknown(4)	Unknown(4)	Unknown(4)
OTU680	Unknown(4)	Unknown(4)	Unknown(4)	Unknown(4)	Unknown(4)
OTU681	Chlorophyta(4)	Chlorophyceae(4)	Sphaeropleales(4)	Scenedesmaceae(4)	Acutodesmus(4)
OTU682	Unknown(3) Cyanobacteria(1) 	Unknown(4)	Unknown(3) Prochlorales(1) 	Prochlorotrichaceae(1) Unknown(3) 	Prochlorothrix(1) Unknown(3) 
OTU683	Cyanobacteria(4)	Unknown(4)	Unknown(2) Pleurocapsales(1) Chroococcales(1) 	Unknown(4)	Unknown(2) Thermosynechococcus(1) Chroococcidiopsis(1) 
OTU684	Unknown(1) Chlorophyta(3) 	Unknown(1) Chlorophyceae(3) 	Unknown(1) Chlamydomonadales(2) Sphaeropleales(1) 	Scenedesmaceae(1) Unknown(1) Chlamydomonadaceae(2) 	Chloromonas(1) Acutodesmus(1) Unknown(1) Chlamydomonas(1) 
OTU685	Chlorophyta(4)	Trebouxiophyceae(4)	Chlorellales(4)	Chlorellaceae(4)	Chlorella(4)
OTU686	Unknown(4)	Unknown(4)	Unknown(4)	Unknown(4)	Unknown(4)
OTU687	Unknown(3) Cyanobacteria(1) 	Xanthophyceae(3) Unknown(1) 	Nostocales(1) Vaucheriales(3) 	Nostocaceae(1) Vaucheriaceae(3) 	Vaucheria(3) Nostoc(1) 
OTU688	Cyanobacteria(4)	Unknown(4)	Oscillatoriales(4)	Unknown(4)	Oscillatoria(3) Microcoleus(1) 
OTU689	Cyanobacteria(4)	Unknown(4)	Oscillatoriales(2) Chroococcales(2) 	Unknown(4)	Cyanothece(2) Unknown(2) 
OTU690	Chlorophyta(4)	Trebouxiophyceae(4)	Chlorellales(4)	Chlorellaceae(4)	Chlorella(4)
OTU691	Unknown(1) Chlorophyta(3) 	Unknown(1) Chlorophyceae(3) 	Sphaeropleales(3) Unknown(1) 	Unknown(1) Scenedesmaceae(3) 	Chlorotetraedron(1) Acutodesmus(3) 
OTU692	Bacillariophyta(4)	Bacillariophyceae(2) Fragilariophyceae(2) 	Eunotiales(1) Cymbellales(1) Fragilariales(2) 	Gomphonemataceae(1) Fragilariaceae(2) Eunotiaceae(1) 	Asterionella(2) Eunotia(1) Didymosphenia(1) 
OTU693	Cyanobacteria(4)	Unknown(4)	Oscillatoriales(3) Pleurocapsales(1) 	Unknown(4)	Unknown(1) Oscillatoria(2) Chroococcidiopsis(1) 
OTU694	Chlorophyta(4)	Chlorophyceae(4)	Chlamydomonadales(4)	Volvocaceae(1) Unknown(1) Chlamydomonadaceae(2) 	Chlamydomonas(2) Unknown(1) Gonium(1) 
OTU695	Unknown(4)	Zygnemophyceae(4)	Zygnematales(4)	Mesotaeniaceae(4)	Cylindrocystis(4)
OTU696	Cyanobacteria(1) Chlorophyta(3) 	Trebouxiophyceae(1) Unknown(1) Chlorophyceae(2) 	Chlamydomonadales(2) Prasiolales(1) Prochlorales(1) 	Unknown(1) Prasiolaceae(1) Prochlorococcaceae(1) Chlamydomonadaceae(1) 	Ettlia(1) Prasiolopsis(1) Prochlorococcus(1) Chlamydomonas(1) 
OTU697	Cyanobacteria(4)	Unknown(4)	Nostocales(4)	Nostocaceae(4)	Nostoc(2) Anabaena(1) Cylindrospermum(1) 
OTU698	Cyanobacteria(4)	Unknown(4)	Nostocales(4)	Nostocaceae(4)	Nostoc(3) Unknown(1) 
OTU699	Chlorophyta(4)	Chlorophyceae(4)	Chlamydomonadales(4)	Chlamydomonadaceae(4)	Unknown(1) Dangeardinia(2) Chlamydomonas(1) 
OTU700	Euglenozoa(4)	Unknown(4)	Euglenales(4)	Euglenaceae(4)	Euglena(4)
OTU701	Chlorophyta(4)	Trebouxiophyceae(4)	Chlorellales(3) Unknown(1) 	Unknown(1) Chlorellaceae(3) 	Picochlorum(1) Chlorella(3) 
OTU702	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU703	Cyanobacteria(3)	Unknown(3)	Chroococcales(3)	Unknown(3)	Gloeocapsa(3)
OTU704	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU705	Chlorophyta(3)	Mamiellophyceae(3)	Monomastigales(3)	Monomastigaceae(3)	Monomastix(3)
OTU706	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU707	Cyanobacteria(3)	Unknown(3)	Nostocales(3)	Nostocaceae(3)	Nostoc(3)
OTU708	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Unknown(3)
OTU709	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU710	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Leptolyngbya(3)
OTU711	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU712	Cyanobacteria(1) Chlorophyta(2) 	Unknown(1) Trebouxiophyceae(2) 	Chroococcales(1) Unknown(1) Chlorellales(1) 	Chlorellaceae(1) Unknown(2) 	Acaryochloris(1) Chlorella(1) Unknown(1) 
OTU713	Unknown(3)	Klebsormidiophyceae(3)	Klebsormidiales(3)	Klebsormidiaceae(3)	Klebsormidium(3)
OTU714	Cyanobacteria(3)	Unknown(3)	Nostocales(3)	Nostocaceae(3)	Nostoc(3)
OTU715	Chlorophyta(3)	Chlorophyceae(3)	Chlamydomonadales(3)	Chlamydomonadaceae(3)	Oogamochlamys(3)
OTU716	Unknown(1) Cyanobacteria(2) 	Unknown(3)	Unknown(1) Prochlorales(2) 	Prochlorotrichaceae(2) Unknown(1) 	Unknown(1) Prochlorothrix(2) 
OTU717	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU718	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU719	Cyanobacteria(1) Unknown(1) Bacillariophyta(1) 	Unknown(2) Bacillariophyceae(1) 	Unknown(1) Chroococcales(1) Eunotiales(1) 	Eunotiaceae(1) Unknown(2) 	Eunotia(1) Thermosynechococcus(1) Unknown(1) 
OTU720	Unknown(3)	Zygnemophyceae(3)	Desmidiales(3)	Desmidiaceae(3)	Unknown(3)
OTU721	Unknown(3)	Eustigmatophyceae(3)	Eustigmatales(3)	Monodopsidaceae(3)	Nannochloropsis(3)
OTU722	Unknown(3)	Synurophyceae(3)	Synurales(3)	Mallomonadaceae(3)	Mallomonas(3)
OTU723	Chlorophyta(3)	Trebouxiophyceae(3)	Unknown(1) Chlorellales(2) 	Unknown(1) Chlorellaceae(2) 	Chlorella(2) Planctonema(1) 
OTU724	Cyanobacteria(3)	Unknown(3)	Pleurocapsales(2) Nostocales(1) 	Unknown(2) Nostocaceae(1) 	Nostoc(1) Chroococcidiopsis(2) 
OTU725	Cyanobacteria(3)	Unknown(3)	Nostocales(3)	Nostocaceae(3)	Nostoc(2) Cylindrospermum(1) 
OTU726	Cyanobacteria(3)	Unknown(3)	Prochlorales(3)	Prochlorotrichaceae(3)	Prochlorothrix(3)
OTU727	Bacillariophyta(1) Chlorophyta(2) 	Mediophyceae(1) Chlorophyceae(2) 	Sphaeropleales(2) Hemiaulales(1) 	Hemiaulaceae(1) Scenedesmaceae(2) 	Acutodesmus(2) Cerataulina(1) 
OTU728	Cyanobacteria(3)	Unknown(3)	Nostocales(3)	Nostocaceae(3)	Nostoc(3)
OTU729	Chlorophyta(3)	Chlorophyceae(3)	Chlamydomonadales(3)	Chlamydomonadaceae(3)	Chlamydomonas(2) Chloromonas(1) 
OTU730	Cyanobacteria(3)	Unknown(3)	Nostocales(3)	Nostocaceae(3)	Anabaena(1) Nostoc(2) 
OTU731	Unknown(1) Chlorophyta(2) 	Chlorophyceae(2) Unknown(1) 	Chlamydomonadales(2) Unknown(1) 	Unknown(1) Chlamydomonadaceae(2) 	Chlamydomonas(1) Chloromonas(1) Jenufa(1) 
OTU732	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU733	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU734	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU735	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU736	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU737	Bryophyta(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU738	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Leptolyngbya(3)
OTU739	Bacillariophyta(3)	Bacillariophyceae(3)	Eunotiales(2) Naviculales(1) 	Eunotiaceae(2) Phaeodactylaceae(1) 	Eunotia(2) Phaeodactylum(1) 
OTU740	Cyanobacteria(3)	Unknown(3)	Nostocales(3)	Nostocaceae(3)	Nostoc(2) Unknown(1) 
OTU741	Chlorophyta(3)	Trebouxiophyceae(3)	Ctenocladales(3)	Ctenocladaceae(3)	Leptosira(3)
OTU742	Unknown(3)	Dinophyceae(2) Unknown(1) 	Peridiniales(2) Unknown(1) 	Unknown(1) Peridiniaceae(2) 	Unknown(1) Kryptoperidinium(2) 
OTU743	Chlorophyta(1) Unknown(1) Cyanobacteria(1) 	Unknown(2) Ulvophyceae(1) 	Ulvales(1) Unknown(1) Oscillatoriales(1) 	Unknown(3)	Pseudendoclonium(1) Nodosilinea(1) Unknown(1) 
OTU744	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Plectonema(1) Microcoleus(2) 
OTU745	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(2) Chroococcales(1) 	Unknown(3)	Nodosilinea(2) Synechococcus(1) 
OTU746	Unknown(3)	Unknown(2) Dinophyceae(1) 	Unknown(2) Peridiniales(1) 	Unknown(2) Peridiniaceae(1) 	Kryptoperidinium(1) Unknown(2) 
OTU747	Chlorophyta(3)	Chlorophyceae(3)	Chlamydomonadales(3)	Unknown(3)	Ettlia(3)
OTU748	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU749	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Costaria(3)
OTU750	Cyanobacteria(3)	Unknown(3)	Chroococcales(1) Oscillatoriales(2) 	Unknown(3)	Oscillatoria(2) Synechococcus(1) 
OTU751	Chlorophyta(3)	Trebouxiophyceae(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU752	Chlorophyta(1) Cyanobacteria(2) 	Unknown(2) Trebouxiophyceae(1) 	Chroococcales(2) Unknown(1) 	Unknown(3)	Synechococcus(2) Picochlorum(1) 
OTU753	Chlorophyta(1) Cyanobacteria(2) 	Chlorophyceae(1) Unknown(2) 	Prochlorales(2) Chlamydomonadales(1) 	Prochlorococcaceae(2) Unknown(1) 	Ettlia(1) Prochlorococcus(2) 
OTU754	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU755	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU756	Cyanobacteria(3)	Unknown(3)	Nostocales(3)	Nostocaceae(3)	Nostoc(3)
OTU757	Cyanobacteria(3)	Unknown(3)	Chroococcales(3)	Unknown(3)	Synechococcus(3)
OTU758	Cyanobacteria(3)	Unknown(3)	Nostocales(3)	Nostocaceae(3)	Nostoc(1) Anabaena(1) Cylindrospermum(1) 
OTU759	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Pseudanabaena(3)
OTU760	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Unknown(2) Microcoleus(1) 
OTU761	Chlorophyta(3)	Trebouxiophyceae(3)	Unknown(1) Chlorellales(2) 	Chlorellaceae(2) Unknown(1) 	Unknown(1) Chlorella(2) 
OTU762	Cyanobacteria(3)	Unknown(3)	Chroococcales(2) Oscillatoriales(1) 	Unknown(3)	Synechococcus(2) Crinalium(1) 
OTU763	Cyanobacteria(3)	Unknown(3)	Nostocales(3)	Nostocaceae(3)	Nostoc(2) Anabaena(1) 
OTU764	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU765	Bacillariophyta(2) Chlorophyta(1) 	Chlorophyceae(1) Fragilariophyceae(1) Bacillariophyceae(1) 	Naviculales(1) Sphaeropleales(1) Fragilariales(1) 	Naviculaceae(1) Fragilariaceae(1) Scenedesmaceae(1) 	Asterionella(1) Fistulifera(1) Acutodesmus(1) 
OTU766	Cyanobacteria(3)	Unknown(3)	Nostocales(3)	Nostocaceae(3)	Nostoc(3)
OTU767	Bacillariophyta(1) Unknown(2) 	Unknown(1) Xanthophyceae(1) Fragilariophyceae(1) 	Unknown(1) Vaucheriales(1) Fragilariales(1) 	Fragilariaceae(1) Unknown(1) Vaucheriaceae(1) 	Ulnaria(1) Vaucheria(1) Unknown(1) 
OTU768	Chlorophyta(2) Cyanobacteria(1) 	Trebouxiophyceae(2) Unknown(1) 	Chlorellales(2) Prochlorales(1) 	Prochlorococcaceae(1) Chlorellaceae(2) 	Prochlorococcus(1) Chlorella(2) 
OTU769	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU770	Unknown(1) Chlorophyta(2) 	Unknown(1) Chlorophyceae(2) 	Unknown(1) Chlamydomonadales(2) 	Chlamydomonadaceae(2) Unknown(1) 	Chloromonas(2) Characiochloris(1) 
OTU771	Cyanobacteria(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU772	Chlorophyta(3)	Chlorophyceae(3)	Chlamydomonadales(3)	Chlamydomonadaceae(3)	Chlamydomonas(3)
OTU773	Cyanobacteria(2) Chlorophyta(1) 	Chlorophyceae(1) Unknown(2) 	Oscillatoriales(1) Chroococcales(1) Sphaeropleales(1) 	Unknown(2) Scenedesmaceae(1) 	Cyanothece(1) Coleofasciculus(1) Acutodesmus(1) 
OTU774	Euglenozoa(3)	Unknown(3)	Euglenales(3)	Euglenaceae(3)	Euglena(3)
OTU775	Unknown(3)	Eustigmatophyceae(3)	Eustigmatales(3)	Monodopsidaceae(3)	Nannochloropsis(3)
OTU776	Bacillariophyta(2) Unknown(1) 	Unknown(1) Bacillariophyceae(2) 	Unknown(1) Naviculales(2) 	Unknown(1) Phaeodactylaceae(2) 	Unknown(1) Phaeodactylum(2) 
OTU777	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Plectonema(1) Coleofasciculus(1) Pseudanabaena(1) 
OTU778	Cyanobacteria(3)	Unknown(3)	Prochlorales(3)	Prochlorotrichaceae(3)	Prochlorothrix(3)
OTU779	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU780	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU781	Chlorophyta(3)	Trebouxiophyceae(3)	Chlorellales(1) Unknown(2) 	Unknown(2) Chlorellaceae(1) 	Watanabea(2) Chlorella(1) 
OTU782	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU783	Chlorophyta(3)	Pedinophyceae(3)	Pedinomonadales(3)	Pedinomonadaceae(3)	Pedinomonas(3)
OTU784	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Plectonema(3)
OTU785	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Plectonema(1) Nodosilinea(2) 
OTU786	Cyanobacteria(3)	Unknown(3)	Nostocales(3)	Nostocaceae(3)	Nostoc(2) Anabaena(1) 
OTU787	Chlorophyta(3)	Trebouxiophyceae(3)	Chlorellales(1) Unknown(2) 	Unknown(2) Chlorellaceae(1) 	Chlorella(1) Picochlorum(2) 
OTU788	Unknown(3)	Unknown(1) Phaeophyceae(1) Xanthophyceae(1) 	Ectocarpales(1) Vaucheriales(1) Unknown(1) 	Unknown(1) Ectocarpaceae(1) Vaucheriaceae(1) 	Sargassum(1) Ectocarpus(1) Vaucheria(1) 
OTU789	Chlorophyta(3)	Chlorophyceae(1) Trebouxiophyceae(2) 	Chlamydomonadales(1) Chlorellales(2) 	Unknown(1) Chlorellaceae(2) 	Marvania(1) Chlorella(1) Ettlia(1) 
OTU790	Chlorophyta(3)	Ulvophyceae(3)	Ulotrichales(1) Ulvales(2) 	Unknown(3)	Pseudendoclonium(2) Trichosarcina(1) 
OTU791	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(1) Unknown(2) 	Unknown(3)	Microcoleus(1) Unknown(2) 
OTU792	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Microcoleus(3)
OTU793	Cyanobacteria(3)	Unknown(3)	Nostocales(3)	Nostocaceae(3)	Anabaena(1) Nostoc(2) 
OTU794	Chlorophyta(2) Unknown(1) 	Trebouxiophyceae(2) Unknown(1) 	Unknown(3)	Unknown(3)	Picochlorum(1) Unknown(1) Dicloster(1) 
OTU795	Unknown(1) Bacillariophyta(2) 	Unknown(1) Bacillariophyceae(2) 	Bacillariales(2) Unknown(1) 	Bacillariaceae(2) Unknown(1) 	Unknown(1) Cylindrotheca(2) 
OTU796	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Unknown(3)
OTU797	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Costaria(3)
OTU798	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)
OTU799	Cyanobacteria(3)	Unknown(3)	Chroococcales(3)	Unknown(3)	Cyanothece(3)
OTU800	Chlorophyta(2) Unknown(1) 	Unknown(1) Chlorophyceae(2) 	Sphaeropleales(2) Unknown(1) 	Unknown(1) Scenedesmaceae(2) 	Acutodesmus(2) Chlorotetraedron(1) 
OTU801	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Microcoleus(3)
OTU802	Cyanobacteria(3)	Unknown(3)	Nostocales(3)	Nostocaceae(3)	Cylindrospermum(3)
OTU803	Chlorophyta(3)	Trebouxiophyceae(2) Chlorophyceae(1) 	Sphaeropleales(1) Unknown(2) 	Scenedesmaceae(1) Unknown(2) 	Planctonema(2) Acutodesmus(1) 
OTU804	Unknown(3)	Unknown(3)	Unknown(3)	Unknown(3)	Chlorotetraedron(2) Neochloris(1) 
OTU805	Cyanobacteria(2) Cryptophyta(1) 	Unknown(3)	Nostocales(2) Cryptomonadales(1) 	Cryptomonadaceae(1) Nostocaceae(2) 	Cryptomonas(1) Nostoc(2) 
OTU806	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Kamptonema(3)
OTU807	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Pseudanabaena(3)
OTU808	Chlorophyta(1) Unknown(2) 	Unknown(2) Chlorophyceae(1) 	Chlamydomonadales(1) Unknown(2) 	Unknown(3)	Ettlia(1) Bracteacoccus(2) 
OTU809	Cyanobacteria(3)	Unknown(3)	Nostocales(3)	Nostocaceae(3)	Anabaena(3)
OTU810	Cyanobacteria(3)	Unknown(3)	Oscillatoriales(3)	Unknown(3)	Crinalium(3)
OTU811	Unknown(2) Chlorophyta(1) 	Trebouxiophyceae(1) Eustigmatophyceae(2) 	Unknown(1) Eustigmatales(2) 	Monodopsidaceae(2) Unknown(1) 	Nannochloropsis(2) Picochlorum(1) 
